,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
sample_661,19.469,48.733000000000004,2636.7,24.17,50.724,3101.8,22.37,66.329,247.32,344.1,94.32600000000001,77.244,32.601,8.8351,26.41,6.9699,18.69,1.6963,33.134,13.712,23.447,1.2401,18.375
sample_662,19.469,50.647,2638.9,25.099,50.771,3104.0,22.578000000000003,66.309,247.78,344.76,94.51299999999999,77.181,32.601,8.8351,26.41,6.9699,18.69,1.6963,33.134,13.712,23.447,1.2401,18.375
sample_663,19.469,48.791000000000004,2636.1,26.384,50.724,3102.3,21.95,66.257,245.67,344.55,94.454,77.245,32.319,8.7253,26.037,6.6761,18.535999999999998,1.6856,33.477,13.921,23.291999999999998,1.1406,18.767
sample_664,19.469,49.873999999999995,2640.1,25.379,50.85,3103.4,22.521,66.193,246.23,344.56,94.696,77.751,32.319,8.7253,26.037,6.6761,18.535999999999998,1.6856,33.477,13.921,23.291999999999998,1.1406,18.767
sample_665,19.469,49.919,2643.9,23.785,50.075,3107.4,22.956,66.259,246.43,344.38,94.26299999999999,77.803,32.611999999999995,8.8721,26.114,7.0179,18.952,1.6421,33.304,13.655,23.524,1.3202,18.215999999999998
sample_666,19.469,51.843,2642.5,24.303,51.001999999999995,3107.6,22.158,66.325,246.08,344.68,94.319,77.786,32.611999999999995,8.8721,26.114,7.0179,18.952,1.6421,33.304,13.655,23.524,1.3202,18.215999999999998
sample_667,19.469,51.583,2639.8,25.72,48.07899999999999,3104.6,22.241,66.352,244.19,344.78,94.389,77.008,32.631,8.9196,26.649,6.8417,18.014,1.7082,33.321,13.748,23.837,1.3252,18.474
sample_668,19.469,49.95399999999999,2637.3,23.932,50.161,3101.8,22.261999999999997,66.292,246.98,344.7,94.728,77.369,32.631,8.9196,26.649,6.8417,18.014,1.7082,33.321,13.748,23.837,1.3252,18.474
sample_669,19.469,49.681999999999995,2636.2,25.386,50.297,3102.3,22.909000000000002,66.203,244.39,344.65,94.406,77.293,32.614000000000004,8.8815,26.456999999999997,6.9916,18.746,1.6785,33.214,13.915,23.87,1.2634,18.656
sample_670,19.469,49.996,2639.7,25.449,51.02,3102.7,22.857,66.20100000000001,247.41,344.78,94.54299999999999,77.432,32.614000000000004,8.8815,26.456999999999997,6.9916,18.746,1.6785,33.214,13.915,23.87,1.2634,18.656
sample_671,19.469,48.065,2637.8,24.936,49.768,3101.2,22.885,66.214,247.82,344.82,94.383,77.485,32.846,8.8355,26.412,6.9052,18.424,1.6907,33.244,13.869000000000002,24.319000000000003,1.3693,18.087
sample_672,19.469,50.88399999999999,2635.1,25.164,51.135,3099.7,23.354,66.233,243.48,343.98,94.631,77.303,32.846,8.8355,26.412,6.9052,18.424,1.6907,33.244,13.869000000000002,24.319000000000003,1.3693,18.087
sample_673,19.469,50.071000000000005,2635.4,25.32,50.396,3099.6,22.893,66.24,242.85,344.01,94.439,77.46,32.384,8.6537,26.346,7.0554,18.611,1.6392,33.54,13.914000000000001,23.748,1.5569,18.365
sample_674,19.469,48.563,2633.5,25.296,48.593,3099.1,23.285999999999998,66.313,242.56,343.8,94.464,77.359,32.384,8.6537,26.346,7.0554,18.611,1.6392,33.54,13.914000000000001,23.748,1.5569,18.365
sample_675,19.469,51.033,2628.1,26.807,48.95,3095.4,22.553,66.289,241.49,343.52,94.611,77.217,32.458,8.8902,26.287,7.0724,18.43,1.6588,33.438,13.863,23.47,1.4011,18.294
sample_676,18.059,49.995,2627.9,24.971999999999998,49.382,3093.1,22.958000000000002,66.223,241.23,343.89,94.594,76.998,32.458,8.8902,26.287,7.0724,18.43,1.6588,33.438,13.863,23.47,1.4011,18.294
sample_677,18.059,50.971000000000004,2626.7,25.573,51.548,3090.1,22.45,66.163,240.59,344.06,94.646,77.036,32.433,8.8176,26.034000000000002,7.1569,18.581,1.6869999999999998,33.3,13.773,23.945,1.5644,17.959
sample_678,18.059,50.542,2628.3,26.91,49.342,3091.6,23.612,66.163,239.95,343.96,94.625,77.719,32.433,8.8176,26.034000000000002,7.1569,18.581,1.6869999999999998,33.3,13.773,23.945,1.5644,17.959
sample_679,18.059,52.035,2628.5,26.353,48.981,3092.3,22.294,66.21,236.58,343.7,94.581,77.601,32.58,8.7655,26.499000000000002,6.9377,18.147000000000002,1.6611,33.051,13.964,23.91,1.6219,18.155
sample_680,18.059,50.435,2626.7,24.793000000000003,50.489,3090.7,23.198,66.245,237.56,343.64,94.67299999999999,77.247,32.58,8.7655,26.499000000000002,6.9377,18.147000000000002,1.6611,33.051,13.964,23.91,1.6219,18.155
sample_681,18.059,50.157,2623.2,26.398000000000003,50.303999999999995,3089.0,23.079,66.223,236.44,343.39,94.57600000000001,77.143,32.232,9.1282,26.37,6.9392,18.314,1.6612,32.986999999999995,13.829,23.160999999999998,1.4944,17.977
sample_682,18.059,50.943000000000005,2620.0,27.013,49.055,3086.9,22.401,66.199,236.01,343.0,94.527,77.313,32.232,9.1282,26.37,6.9392,18.314,1.6612,32.986999999999995,13.829,23.160999999999998,1.4944,17.977
sample_683,18.059,50.512,2619.0,24.826999999999998,49.63,3084.7,22.482,66.161,235.37,342.89,94.506,77.523,32.162,8.9204,26.929000000000002,6.8496,18.453,1.6522,33.108000000000004,13.769,23.930999999999997,1.2906,17.57
sample_684,18.059,50.193000000000005,2616.7,27.058000000000003,51.68600000000001,3083.7,22.919,66.117,235.06,342.85,94.35,77.2,32.162,8.9204,26.929000000000002,6.8496,18.453,1.6522,33.108000000000004,13.769,23.930999999999997,1.2906,17.57
sample_685,18.059,48.946999999999996,2614.7,25.855,47.785,3080.3,22.505,66.149,230.38,342.62,94.477,77.471,32.425,8.9332,26.72,6.9392,18.705,1.6644,33.385,13.940999999999999,23.901999999999997,1.5972,17.93
sample_686,18.059,50.261,2611.6,25.636999999999997,50.122,3078.8,23.728,66.15100000000001,228.57,342.71,94.286,77.389,32.425,8.9332,26.72,6.9392,18.705,1.6644,33.385,13.940999999999999,23.901999999999997,1.5972,17.93
sample_687,18.059,50.152,2608.3,24.153000000000002,50.823,3076.0,23.713,66.171,228.33,342.18,94.4,77.687,32.63,8.9642,26.671999999999997,6.8909,18.614,1.6538,33.135999999999996,13.698,24.022,1.64,17.436
sample_688,18.059,50.602,2608.3,25.58,51.196999999999996,3072.7,22.206999999999997,66.236,227.26,342.26,94.29,77.57,32.63,8.9642,26.671999999999997,6.8909,18.614,1.6538,33.135999999999996,13.698,24.022,1.64,17.436
sample_689,18.059,49.284,2603.3,25.728,49.425,3069.2,22.709,66.32,225.62,341.87,94.51899999999999,77.45,32.181999999999995,8.8212,26.625999999999998,7.2741,18.192999999999998,1.6964,33.077,14.200999999999999,24.598000000000003,1.7729,17.791
sample_690,18.059,50.942,2597.2,25.785,49.836999999999996,3064.5,21.454,66.322,225.14,341.31,94.354,77.34100000000001,32.181999999999995,8.8212,26.625999999999998,7.2741,18.192999999999998,1.6964,33.077,14.200999999999999,24.598000000000003,1.7729,17.791
sample_691,18.086,49.806000000000004,2590.4,26.448,48.159,3058.9,22.897,66.238,224.39,341.03,94.686,77.382,32.03,8.9841,26.698,6.9805,18.537,1.6439,32.951,13.931,24.406,1.6569999999999998,17.757
sample_692,18.086,48.511,2588.0,24.717,49.778,3056.3,23.487,66.13,222.8,341.05,94.764,77.264,32.03,8.9841,26.698,6.9805,18.537,1.6439,32.951,13.931,24.406,1.6569999999999998,17.757
sample_693,18.086,51.836999999999996,2588.7,26.241999999999997,51.178999999999995,3056.8,23.583000000000002,66.03699999999999,219.39,341.14,94.801,77.558,31.551,9.2507,26.296,6.9312,18.218,1.6812,33.2,14.005999999999998,24.537,1.5785,18.142
sample_694,18.086,51.773,2592.5,23.859,50.507,3058.2,24.123,66.04,216.5,341.09,94.414,78.241,31.551,9.2507,26.296,6.9312,18.218,1.6812,33.2,14.005999999999998,24.537,1.5785,18.142
sample_695,18.086,49.615,2593.1,25.874000000000002,51.137,3061.1,23.473000000000003,66.15100000000001,214.65,340.4,94.647,77.955,32.394,8.9621,26.694000000000003,6.8942,17.852,1.6678,32.717,13.908,24.377,1.6064,18.180999999999997
sample_696,18.086,49.157,2591.3,25.065,51.623000000000005,3060.3,23.147,66.175,212.21,340.67,94.094,77.891,32.394,8.9621,26.694000000000003,6.8942,17.852,1.6678,32.717,13.908,24.377,1.6064,18.180999999999997
sample_697,18.086,49.163000000000004,2586.6,26.858,49.585,3056.8,23.965999999999998,66.189,210.57,340.36,94.65700000000001,77.611,32.265,9.0109,26.864,7.2314,18.473,1.6976,32.779,14.011,24.109,1.3901,18.099
sample_698,18.086,48.674,2584.8,24.535999999999998,48.545,3053.1,24.531999999999996,66.10300000000001,212.5,340.69,94.11200000000001,77.687,32.265,9.0109,26.864,7.2314,18.473,1.6976,32.779,14.011,24.109,1.3901,18.099
sample_699,18.086,49.282,2583.6,23.730999999999998,50.239,3050.1,22.868000000000002,66.081,211.06,340.92,94.869,77.801,32.451,8.9257,26.139,6.897,18.362000000000002,1.689,33.031,14.075999999999999,24.293000000000003,1.5045,17.612000000000002
sample_700,18.086,52.43,2583.1,26.101999999999997,50.099,3049.3,22.385,66.057,207.05,340.68,94.514,77.83800000000001,32.451,8.9257,26.139,6.897,18.362000000000002,1.689,33.031,14.075999999999999,24.293000000000003,1.5045,17.612000000000002
sample_701,18.086,50.78,2581.3,25.248,49.25,3048.9,22.916,65.993,200.79,340.64,94.824,77.71300000000001,32.158,8.8241,26.631999999999998,7.0975,18.474,1.6580000000000001,32.597,13.922,24.23,1.4841,17.672
sample_702,18.086,49.261,2580.5,24.857,51.351000000000006,3049.1,23.849,65.883,198.22,340.54,94.405,77.82300000000001,32.158,8.8241,26.631999999999998,7.0975,18.474,1.6580000000000001,32.597,13.922,24.23,1.4841,17.672
sample_703,18.086,49.49,2581.1,25.618000000000002,50.175,3047.5,22.891,65.795,197.25,340.87,94.759,77.76100000000001,32.198,8.8625,26.261,6.8784,18.458,1.6458,32.916,14.110999999999999,24.354,1.431,17.458
sample_704,18.086,48.503,2582.7,24.373,49.886,3049.7,24.230999999999998,65.726,195.2,340.75,94.603,78.02,32.198,8.8625,26.261,6.8784,18.458,1.6458,32.916,14.110999999999999,24.354,1.431,17.458
sample_705,18.086,52.121,2585.3,23.799,48.75899999999999,3051.7,22.909000000000002,65.653,191.68,340.74,94.65799999999999,78.166,31.914,9.1593,26.629,6.8674,18.241,1.666,32.777,13.932,24.250999999999998,1.4785,18.174
sample_706,18.47,49.632,2583.5,26.206,48.551,3052.5,22.625,65.565,187.69,340.56,94.516,78.10600000000001,31.914,9.1593,26.629,6.8674,18.241,1.666,32.777,13.932,24.250999999999998,1.4785,18.174
sample_707,18.47,49.523999999999994,2583.9,24.500999999999998,50.477,3054.3,22.88,65.46,185.11,340.39,94.64200000000001,78.041,32.643,8.8625,27.019000000000002,7.0263,17.988,1.6763,32.662,13.792,24.051,1.494,18.043
sample_708,18.47,49.016999999999996,2589.8,24.003,51.562,3057.2,23.298000000000002,65.34,181.57,341.17,94.446,78.27,32.643,8.8625,27.019000000000002,7.0263,17.988,1.6763,32.662,13.792,24.051,1.494,18.043
sample_709,18.47,49.894,2592.0,23.775,48.398,3058.4,23.554000000000002,65.283,178.85,340.97,94.583,78.205,32.356,9.0268,26.65,6.9114,18.534000000000002,1.6496,32.839,13.902999999999999,24.575,1.4316,17.808
sample_710,18.47,49.433,2590.8,24.357,50.37,3060.1,22.824,65.17,175.69,340.83,94.649,77.693,32.356,9.0268,26.65,6.9114,18.534000000000002,1.6496,32.839,13.902999999999999,24.575,1.4316,17.808
sample_711,18.47,50.11600000000001,2591.2,25.791,49.63,3059.8,23.961,64.976,173.38,341.36,94.785,77.89699999999999,32.273,8.8657,26.785999999999998,6.8429,18.075,1.6367,33.104,14.077,24.746,1.2645,17.83
sample_712,18.47,51.86600000000001,2597.0,25.285999999999998,48.681000000000004,3061.6,22.184,64.789,169.22,341.61,94.785,78.083,32.273,8.8657,26.785999999999998,6.8429,18.075,1.6367,33.104,14.077,24.746,1.2645,17.83
sample_713,18.47,51.479,2598.3,23.92,51.858000000000004,3066.0,22.66,64.607,168.14,341.33,94.531,78.217,32.23,8.7894,27.029,6.871,18.08,1.6281,32.74,13.837,24.218000000000004,1.2264,17.839000000000002
sample_714,18.47,52.086999999999996,2601.7,26.166,51.052,3068.8,23.575,64.492,161.76,341.17,94.75200000000001,78.14699999999999,32.23,8.7894,27.029,6.871,18.08,1.6281,32.74,13.837,24.218000000000004,1.2264,17.839000000000002
sample_715,18.47,49.181000000000004,2603.7,24.561,48.905,3071.9,22.272,64.342,158.44,341.31,94.51700000000001,77.95100000000001,32.477,8.7906,26.787,6.6724,17.725,1.6545,33.176,13.917,24.985,1.1533,17.748
sample_716,18.47,50.51,2607.8,25.325,50.595,3074.3,22.541999999999998,64.188,153.33,341.43,94.714,78.317,32.477,8.7906,26.787,6.6724,17.725,1.6545,33.176,13.917,24.985,1.1533,17.748
sample_717,18.47,48.888999999999996,2609.6,24.340999999999998,50.423,3078.3,22.86,63.998999999999995,150.12,341.52,94.48899999999999,77.681,32.23,9.0436,27.519000000000002,6.9266,18.087,1.6347,32.849000000000004,13.859000000000002,24.897,1.1495,18.039
sample_718,18.47,48.619,2613.4,24.985,50.248999999999995,3080.3,23.346999999999998,63.817,148.62,341.79,94.43799999999999,78.249,32.23,9.0436,27.519000000000002,6.9266,18.087,1.6347,32.849000000000004,13.859000000000002,24.897,1.1495,18.039
sample_719,18.47,48.666000000000004,2615.1,23.095,51.402,3080.9,23.767,63.658,140.65,341.59,94.45700000000001,77.987,31.623,8.9407,26.967,6.7496,18.346,1.6397,33.010999999999996,13.894,24.775,1.1344,17.430999999999997
sample_720,18.47,50.538999999999994,2616.0,24.709,48.762,3084.2,23.392,63.479,137.38,341.06,94.581,77.88600000000001,31.623,8.9407,26.967,6.7496,18.346,1.6397,33.010999999999996,13.894,24.775,1.1344,17.430999999999997
sample_721,21.594,49.418,2616.7,27.229,47.894,3084.9,21.25,63.242,130.47,342.02,94.539,77.711,32.319,8.9186,27.271,6.7224,18.327,1.6854,32.757,13.758,25.090999999999998,1.1936,17.891
sample_722,21.594,49.908,2617.0,23.201999999999998,50.358000000000004,3085.5,22.5,62.968,130.08,342.19,94.617,77.718,32.319,8.9186,27.271,6.7224,18.327,1.6854,32.757,13.758,25.090999999999998,1.1936,17.891
sample_723,21.594,48.964,2619.8,25.828000000000003,51.011,3087.0,23.609,62.753,126.27,341.88,94.42299999999999,77.882,31.783,8.9317,27.156,6.8187,18.038,1.6154,32.821,13.690999999999999,25.03,1.1332,18.003
sample_724,21.594,48.183,2622.3,23.085,48.732,3090.1,23.028000000000002,62.58,121.15,342.11,94.432,78.15,31.783,8.9317,27.156,6.8187,18.038,1.6154,32.821,13.690999999999999,25.03,1.1332,18.003
sample_725,21.594,51.067,2623.2,25.533,48.397,3091.3,23.17,62.43899999999999,116.74,341.78,94.34100000000001,77.619,31.993000000000002,8.9536,26.961,6.7127,18.359,1.6038,32.801,13.682,24.954,1.2185,18.373
sample_726,21.594,49.09,2623.2,22.886999999999997,50.79,3089.6,21.986,62.245,114.58,342.02,94.50399999999999,77.66199999999999,31.993000000000002,8.9536,26.961,6.7127,18.359,1.6038,32.801,13.682,24.954,1.2185,18.373
sample_727,21.594,47.49,2622.8,25.544,50.313,3090.3,21.994,62.06399999999999,112.02,342.16,94.389,77.705,31.647,9.0157,26.92,6.6878,18.573,1.5803,32.562,13.543,25.291,1.1355,17.489
sample_728,21.594,48.406000000000006,2623.5,24.89,50.895,3090.5,22.074,61.878,109.64,343.02,94.38600000000001,77.825,31.647,9.0157,26.92,6.6878,18.573,1.5803,32.562,13.543,25.291,1.1355,17.489
sample_729,21.594,50.097,2623.6,24.739,52.068000000000005,3090.5,22.269000000000002,61.756,107.89,342.28,94.26799999999999,77.538,32.361999999999995,8.9387,26.724,6.6158,18.343,1.5994,32.992,13.798,24.980999999999998,1.2431,17.901
sample_730,21.594,50.091,2624.1,22.718000000000004,48.03,3089.9,23.723000000000003,61.602,101.94,342.36,94.13799999999999,77.71600000000001,32.361999999999995,8.9387,26.724,6.6158,18.343,1.5994,32.992,13.798,24.980999999999998,1.2431,17.901
sample_731,21.594,51.43,2618.5,25.265,49.427,3085.8,22.726999999999997,61.494,98.619,342.31,94.302,77.445,31.656,8.8343,27.598000000000003,6.6759,18.241,1.6074,32.966,13.619000000000002,25.256999999999998,1.0235,17.459
sample_732,21.594,51.443000000000005,2618.0,26.206,50.06,3082.7,22.389,61.338,95.929,342.42,94.148,77.91199999999999,31.656,8.8343,27.598000000000003,6.6759,18.241,1.6074,32.966,13.619000000000002,25.256999999999998,1.0235,17.459
sample_733,21.594,50.7,2613.7,24.649,48.64,3081.8,22.906999999999996,61.247,93.868,341.44,94.242,77.309,31.948,8.8411,27.255,6.8016,17.969,1.6399,32.494,13.809000000000001,25.252,1.2706,17.523
sample_734,21.594,49.644,2611.3,28.079,52.955,3078.2,24.565,61.111000000000004,89.757,341.1,94.236,77.59,31.948,8.8411,27.255,6.8016,17.969,1.6399,32.494,13.809000000000001,25.252,1.2706,17.523
sample_735,21.594,49.128,2610.5,24.168000000000003,49.467,3078.5,23.177,61.025,84.736,341.08,94.162,78.19,32.049,8.6891,27.016,6.9921,18.54,1.6177,32.925,13.533,24.601,1.3728,17.679000000000002
sample_736,17.7,48.239,2609.8,24.205,48.415,3076.6,22.92,61.023999999999994,85.65700000000001,341.06,94.36,77.65100000000001,32.049,8.6891,27.016,6.9921,18.54,1.6177,32.925,13.533,24.601,1.3728,17.679000000000002
sample_737,17.7,49.253,2604.7,23.84,48.467,3072.8,21.86,61.0,81.516,340.69,94.281,77.589,32.245,8.6833,27.112,6.9338,18.645,1.6778,32.918,13.795,24.993000000000002,1.131,18.2
sample_738,17.7,50.262,2601.2,25.158,51.038999999999994,3068.2,22.941,60.934,78.024,340.37,94.65299999999999,77.493,32.245,8.6833,27.112,6.9338,18.645,1.6778,32.918,13.795,24.993000000000002,1.131,18.2
sample_739,17.7,51.093,2597.3,23.910999999999998,49.706,3066.1,22.706,60.855,78.843,339.6,94.48100000000001,77.908,32.168,8.7581,26.986,6.7285,18.383,1.6448,33.069,13.972999999999999,24.686999999999998,1.1003,17.904
sample_740,17.7,50.49100000000001,2597.3,25.855999999999998,52.121,3064.1,22.243000000000002,60.871,75.76,339.56,94.62,77.96,32.168,8.7581,26.986,6.7285,18.383,1.6448,33.069,13.972999999999999,24.686999999999998,1.1003,17.904
sample_741,17.7,48.185,2592.9,26.933000000000003,50.221000000000004,3061.6,23.775,60.856,76.41,339.15,94.537,77.434,31.855999999999998,8.809,26.854,6.7818,18.565,1.6169,32.638000000000005,13.764000000000001,24.504,1.1474,18.096
sample_742,17.7,48.998999999999995,2588.0,24.201999999999998,50.401,3058.7,23.495,60.869,75.63600000000001,338.0,94.34700000000001,77.498,31.855999999999998,8.809,26.854,6.7818,18.565,1.6169,32.638000000000005,13.764000000000001,24.504,1.1474,18.096
sample_743,17.7,49.975,2581.8,26.184,49.93899999999999,3054.8,22.783,60.868,74.756,337.06,94.60700000000001,77.20100000000001,31.85,8.6878,26.691,6.728,18.028,1.6303,32.629,13.849,24.474,1.0805,18.054000000000002
sample_744,17.7,50.121,2579.0,24.23,51.911,3050.4,23.625999999999998,60.773,74.654,336.94,94.48899999999999,77.505,31.85,8.6878,26.691,6.728,18.028,1.6303,32.629,13.849,24.474,1.0805,18.054000000000002
sample_745,17.7,50.567,2578.1,26.019000000000002,49.19,3050.6,23.81,60.755,74.633,336.59,94.602,77.57,31.49,9.0432,26.846999999999998,6.9991,18.889,1.6643,31.995,13.911,24.013,1.3769999999999998,18.195
sample_746,17.7,53.016000000000005,2576.6,25.285999999999998,49.842,3050.4,22.896,60.835,72.671,335.77,94.32700000000001,77.69,31.49,9.0432,26.846999999999998,6.9991,18.889,1.6643,31.995,13.911,24.013,1.3769999999999998,18.195
sample_747,17.7,49.18899999999999,2576.8,26.748,50.263999999999996,3049.2,21.743000000000002,60.94,73.06,335.71,94.62700000000001,78.023,31.771,9.0936,26.48,6.8257,18.801,1.5942,32.62,14.099,24.371,1.4541,18.174
sample_748,17.7,50.166000000000004,2572.8,24.048000000000002,50.842,3046.5,24.02,61.043,76.685,334.96,94.624,77.73,31.771,9.0936,26.48,6.8257,18.801,1.5942,32.62,14.099,24.371,1.4541,18.174
sample_749,17.7,50.417,2572.2,22.836,51.015,3045.2,23.019000000000002,61.065,73.001,334.8,94.73299999999999,78.264,31.805,9.0182,26.653000000000002,7.0062,19.194000000000003,1.5982,32.086,13.905,24.201999999999998,1.4455,17.894000000000002
sample_750,17.7,49.073,2570.9,25.987,50.946000000000005,3045.6,23.198,61.143,74.062,334.5,94.485,78.14699999999999,31.805,9.0182,26.653000000000002,7.0062,19.194000000000003,1.5982,32.086,13.905,24.201999999999998,1.4455,17.894000000000002
sample_751,17.910999999999998,49.657,2568.3,24.936,49.33,3044.1,22.822,61.245,73.999,334.11,94.819,77.671,31.985,8.9209,26.162,6.6531,18.504,1.6186,32.223,13.819,24.483,1.327,18.324
sample_752,17.910999999999998,48.244,2564.8,25.27,50.013000000000005,3039.8,22.767,61.284,77.602,333.96,94.71,77.414,31.985,8.9209,26.162,6.6531,18.504,1.6186,32.223,13.819,24.483,1.327,18.324
sample_753,17.910999999999998,51.049,2566.1,24.324,51.211999999999996,3040.3,22.412,61.262,79.179,333.91,94.73299999999999,77.99,31.828000000000003,8.751,26.244,6.8189,19.087,1.6457,32.431999999999995,13.967,24.135,1.2422,18.849
sample_754,17.910999999999998,51.095,2564.1,23.752,49.721000000000004,3039.9,22.374000000000002,61.294,78.314,333.91,94.49700000000001,77.859,31.828000000000003,8.751,26.244,6.8189,19.087,1.6457,32.431999999999995,13.967,24.135,1.2422,18.849
sample_755,17.910999999999998,50.471000000000004,2564.8,23.021,49.655,3040.2,22.593000000000004,61.38,77.908,333.07,94.675,78.056,31.213,8.9621,26.121,6.9009,19.217,1.63,31.96,13.953,24.034000000000002,1.3093,19.421
sample_756,17.910999999999998,49.795,2563.2,25.943,50.735,3039.4,22.735,61.463,81.39,332.65,94.615,77.836,31.213,8.9621,26.121,6.9009,19.217,1.63,31.96,13.953,24.034000000000002,1.3093,19.421
sample_757,17.910999999999998,49.699,2563.1,24.368000000000002,50.193999999999996,3041.8,22.366,61.507,81.388,332.55,94.723,78.15899999999999,31.988000000000003,8.9166,26.162,6.978,19.023,1.5825,32.064,13.793,23.818,1.2118,19.098
sample_758,17.910999999999998,49.812,2565.4,26.456,49.931999999999995,3041.4,22.979,61.592,84.413,332.93,94.573,78.081,31.988000000000003,8.9166,26.162,6.978,19.023,1.5825,32.064,13.793,23.818,1.2118,19.098
sample_759,17.910999999999998,48.935,2565.0,26.804000000000002,51.098,3041.6,21.686999999999998,61.62,84.902,333.41,94.87200000000001,78.082,32.103,9.0207,26.679000000000002,7.1799,19.509,1.6101,32.15,13.907,23.72,1.4224,18.631
sample_760,17.910999999999998,49.333,2565.7,24.164,50.817,3043.3,23.412,61.7,83.86399999999999,333.05,94.677,77.977,32.103,9.0207,26.679000000000002,7.1799,19.509,1.6101,32.15,13.907,23.72,1.4224,18.631
sample_761,17.910999999999998,50.45399999999999,2564.4,26.284000000000002,49.66,3042.2,22.86,61.669,86.654,332.8,95.03299999999999,77.79,32.273,8.994,25.873,6.8994,18.898,1.6806,32.316,13.974,23.217,1.2398,19.295
sample_762,17.910999999999998,49.717,2567.5,25.788,48.753,3042.5,22.635,61.678000000000004,84.73200000000001,333.81,94.954,78.17399999999999,32.273,8.994,25.873,6.8994,18.898,1.6806,32.316,13.974,23.217,1.2398,19.295
sample_763,17.910999999999998,50.852,2571.4,25.509,50.275,3045.8,22.878,61.675,88.97,334.38,94.95700000000001,77.934,31.829,9.0483,25.846999999999998,6.8653,19.188,1.6028,32.303000000000004,13.901,23.324,1.2641,19.471
sample_764,17.910999999999998,50.148,2572.7,25.208000000000002,47.911,3049.6,23.145,61.711000000000006,88.654,334.01,94.90100000000001,78.154,31.829,9.0483,25.846999999999998,6.8653,19.188,1.6028,32.303000000000004,13.901,23.324,1.2641,19.471
sample_765,17.910999999999998,48.653,2576.8,23.219,50.799,3053.0,23.504,61.806000000000004,92.77,334.31,94.73100000000001,78.395,31.671999999999997,9.0154,26.01,6.8918,19.262,1.6382,32.468,13.880999999999998,23.325,1.3905,18.766
sample_766,16.000999999999998,48.79,2578.7,25.434,49.545,3055.3,23.596,61.865,93.962,333.97,94.751,77.82600000000001,31.671999999999997,9.0154,26.01,6.8918,19.262,1.6382,32.468,13.880999999999998,23.325,1.3905,18.766
sample_767,16.000999999999998,48.24100000000001,2580.5,24.153000000000002,50.28,3056.1,23.08,61.897,94.762,334.9,94.662,78.339,32.099000000000004,9.1198,25.815,6.8391,19.262,1.5917,32.594,13.918,23.555999999999997,1.2485,19.365
sample_768,16.000999999999998,50.818000000000005,2584.7,23.642,49.698,3059.0,23.177,61.938,97.579,335.37,94.846,78.214,32.099000000000004,9.1198,25.815,6.8391,19.262,1.5917,32.594,13.918,23.555999999999997,1.2485,19.365
sample_769,16.000999999999998,50.235,2583.0,25.301,51.123999999999995,3059.7,23.766,61.925,100.7,335.48,94.64299999999999,77.312,31.68,8.7763,25.638,6.7854,19.133,1.6156,32.914,13.917,23.418000000000003,1.1109,19.519000000000002
sample_770,16.000999999999998,49.474,2583.8,25.316,50.339,3058.4,22.221,61.906000000000006,104.74,336.25,94.816,77.639,31.68,8.7763,25.638,6.7854,19.133,1.6156,32.914,13.917,23.418000000000003,1.1109,19.519000000000002
sample_771,16.000999999999998,48.253,2589.3,24.166999999999998,49.122,3063.7,23.393,61.905,107.25,336.44,94.77799999999999,78.533,32.227,8.9576,25.910999999999998,6.8054,19.555999999999997,1.5504,32.326,13.804,23.143,1.1733,19.617
sample_772,16.000999999999998,49.571000000000005,2595.0,26.724,51.451,3068.9,24.163,62.016000000000005,109.25,337.34,94.46700000000001,78.15,32.227,8.9576,25.910999999999998,6.8054,19.555999999999997,1.5504,32.326,13.804,23.143,1.1733,19.617
sample_773,16.000999999999998,50.688,2597.8,24.419,51.769,3071.9,22.604,62.106,113.43,337.54,94.61399999999999,78.26899999999999,31.93,9.0244,25.974,6.7964,18.851,1.5519,33.153,13.762,22.875,1.2026,19.625999999999998
sample_774,16.000999999999998,50.08,2599.4,23.581,49.861000000000004,3072.0,21.795,62.223,113.43,338.26,94.459,78.113,31.93,9.0244,25.974,6.7964,18.851,1.5519,33.153,13.762,22.875,1.2026,19.625999999999998
sample_775,16.000999999999998,49.544,2599.4,25.325,49.059,3074.5,22.980999999999998,62.278,118.17,338.32,94.705,77.768,32.199,8.9201,25.447,6.9567,18.986,1.5632,33.016999999999996,13.725,22.739,1.2676,19.199
sample_776,16.000999999999998,51.615,2604.2,26.119,51.269,3075.7,22.755,62.246,118.37,339.1,94.459,77.824,32.199,8.9201,25.447,6.9567,18.986,1.5632,33.016999999999996,13.725,22.739,1.2676,19.199
sample_777,16.000999999999998,50.31100000000001,2606.1,24.265,51.867,3077.0,23.559,62.265,119.53,339.7,94.74700000000001,78.072,32.176,8.7266,25.789,6.8206,19.430999999999997,1.6033,33.022,13.793,22.678,1.1429,19.021
sample_778,16.000999999999998,50.578,2610.4,25.162,49.748000000000005,3078.9,22.112,62.275,121.9,340.44,94.624,77.705,32.176,8.7266,25.789,6.8206,19.430999999999997,1.6033,33.022,13.793,22.678,1.1429,19.021
sample_779,16.000999999999998,49.828,2613.6,25.127,48.951,3083.1,23.91,62.332,124.96,340.83,94.721,78.08,32.382,8.9214,25.364,6.8331,19.11,1.6141,33.174,13.806,23.121,1.1383,19.14
