,SMILES
sample_2943,O=C(O)C(Cc1ccc(Br)cc1)Cc1cccs1
sample_2944,CC(=Nc1cccc(N)c1)c1c(O)c2ccccc2n(C(CCC(=O)C2C3CCC(C)(C2O)C3(C)C)C(=O)O)c1=O
sample_2945,N#CC(C(N)=S)N(NS(O)(O)c1cccs1)c1ccc(Nc2cccc3ccccc23)c(Cc2ccccc2F)c1
sample_2946,N#CC(=NNc1cc(Cl)ccc1Cl)c1nc(C(C(=O)O)C2CCc3ccccc3N2N=O)cs1
sample_2947,Cc1cc2ccccc2cc1CC1CC(Cc2ccc(F)cc2)N(c2ccccc2I)C1
sample_2948,CC12CCC3C(C(=O)CC4CC(OC(CCC(=O)c5nnc(S)n5N=C5C(=O)Nc6ccccc65)C(=O)O)CCC43C)C1CCC2=O
sample_2949,CC(NC1N=c2ccccc2=C1O)C(=O)CC(=NO)c1ccc2c3c(cccc13)CC2
sample_2950,Cc1ccc(NN=C2C(=O)NN(C3CC(C4CCCCC4)CN3C3(O)CCC4C5CCC6(C)CC(O)CCC6(C)C5CCC43C)C2=O)cc1
sample_2951,CCCCCCC(=O)N1C(c2ccccc2Cl)CC2CCCCC21
sample_2952,O=C(CC1COc2ccccc2O1)C(S)CC1(C#Cc2ccccc2)Cc2ccccc21
sample_2953,CC12CCC3C(CCC4CC(OC5CC(c6ccc7c(c6)NC(=O)C7)N(C6CCc7cc(O)ccc7C6)C5)CCC43C)C1CCC2=O
sample_2954,Cc1ccc(C(C(=O)O)c2csc(C(C#N)=NNc3ccc4ccccc4c3)n2)cc1
sample_2955,CC12CCC(OCC(Oc3c(O)c4ccccc4n3N3CCCCC3)C(=O)O)CC1CCC1C2CCC2(C)C1CCC21OCCO1
sample_2956,CC(CC(=O)C(Cc1nnc(S)n1N=Cc1ccccc1)NC1CCCCC1)C(=O)C1NC(=O)NC1=O
sample_2957,CN1CCn2c3c(c4cc(C(CCC(=O)c5ccc(N=Nc6ccc(O)cc6)cc5)C(=O)O)ccc42)CCN=C31
sample_2958,CC12CCC3(CC1CC(O)C1C2CC(=O)C2(C)C1CCC2C1CCCN2C(=O)CC(c4cnc(N)nc4N)C(=O)N12)OCCO3
sample_2959,O=C(CCC(NOc1cc(C(=S)N2CCCCC2)ccc1O)C(=O)O)CC1CO1
sample_2960,CC(NP(=O)(O)CCC1Nc2ccccc2C1(C)C)C(=O)c1ccc2c(c1)CC2O
sample_2961,Cc1cccc(OC2CC(SN3C(=O)c4cc(S(N)(O)O)c(Cl)cc4NC3C)CN2Cc2c(C)ccc3c2CCC2C3CCC3CCCCC32C)c1
sample_2962,CC1=CCC(=O)Nc2c1cnn2N(c1ccccc1)c1c(C)ccc2c1CCC1C2CCC2CCCCC21C
sample_2963,CC(Br)C(Br)NC(CCCNOC1CCC2C3CCC4CC5(CCC4(C)C3CCC12C)OCCO5)C(=O)O
sample_2964,O=C(O)CCC(NC1CSC(N(CP(c2ccccc2)c2ccccc2)CP(c2ccccc2)c2ccccc2)N1CC(Cl)=C(Cl)Cl)C(=O)O
sample_2965,Cc1nccn1C1CC2CCCCC2N1C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
sample_2966,CC1(C23C=CC(CC2)C2C(=O)OC(=O)C23)C(=O)N2CCCC(C3C(=O)NC(=O)NC3=O)N2C1=O
sample_2967,Cc1ccc2c(c1)OC(C)(C1CCCN1C1CCC3(C)C(CCC4C5CC(=O)CC5(C)CCC43)C1)CC2(C)C
sample_2968,Cc1nc2ccccc2c(=O)n1NC1CCCC(C)N(c2cc(Cl)c(Cl)cc2Cl)C1=O
sample_2969,O=Nc1ccc(CC(Nc2cc(Br)ccc2O)C(=O)O)cc1
sample_2970,CC12CCC(C(OC3CC(c4cc5ccccc5cn4)CN3NC=C3C(=O)C4(C)CCC3C4(C)C)=CC1=O)C2(C)C
sample_2971,NC(CNC(=S)NS(O)(O)c1ccccc1)C(=O)c1nc2ccccc2nc(=O)c1NNc1ccc(Cl)cc1
sample_2972,C=CC(=O)CC(Nc1ccc(O)cc1C)C(=O)CCC(=O)c1ccc(Cl)cc1C
sample_2973,CCC(C(Cc1cccc(NN=C(C#N)c2nc3ccccc3s2)c1)C(=O)O)C(C)(C)C(=O)O
sample_2974,CN(c1oc2c(c3c(c4ccccc42)OC2CC(=O)OC32)c(=O)c1[Si](C)(C)C)c1ccc(Br)c2c(Br)cccc12
sample_2975,O=C1C=C(NC2CCCN2C(=O)C2CC(c3ccccc3)c3ccccc32)C(=O)c2ccccc21
sample_2976,NOC1(C(=O)C(=NNc2ccc(Cl)cc2Cl)S(O)(O)c2ccccc2)CC(N2c3ccccc3C=Cc3ccccc32)N(C2Cc3ccccc3C(=O)O2)C1
sample_2977,CC12CCC3(CC1CC(=O)C1C2CC(=O)C2(C)C1CCC2N1CC(O)CC1c1csc(C(C#N)=NNc2cc(Cl)ccc2Cl)n1)OCCO3
sample_2978,N#Cc1c(N)nc2c(N=Nc3ccc(F)cc3)c(N)nn2c1CCC(NC1CCc2ccccc2N1N=O)C(=O)O
sample_2979,CC1=CC(N2c3ccccc3CC2C2C(=O)c3ccccc3C2=O)N=N1
sample_2980,O=C(CCC(Nc1ccc(Br)cc1C=c1sc2nc3ccccc3n2c1=O)C(=O)O)OCCCBr
sample_2981,O=C1NC(=O)C(CC(S)C(=O)C2C=c3ccccc3=N2)(C2=CCCCCC2)C(=O)N1
sample_2982,NC(CCNC(Cc1cc(C(=S)N2CCCCC2)ccc1O)C(=O)CCC(=O)CCI)=NS(N)(O)O
sample_2983,CN(CCN1C(=O)c2ccccc2N(C)c2ccccc21)SC(=N)N
sample_2984,Cc1cccc(NC(=O)C(CCCCN)Nc2cccc(S(O)(O)N(C)C)c2)n1
sample_2985,Nc1ncnc2c1ccn2C1CC(=O)N2CCCC(N3NC(=O)C(=C4SC=C(c5ccccc5)S4)C3=O)N2C1=O
sample_2986,Cc1noc2c1c(=O)n(C1(CCC(=O)NNc3ccccc3)CC(Sc3ccccc3)N(C(=O)C(C)(C)C3=CCC4(C)C(CCC5C6CCC(O)C6(C)CCC54)C3)C1)c1ccccc21
sample_2987,Cc1cc2c(cc1NC1CCCC3SCC(C4CCC5C6CC(=O)C7(O)CC(=O)CCC7(C)C6CCC54C)N3C1=O)CC2Cl
sample_2988,Nn1cnc2c(c(Br)nn2OP(=O)(O)CCCCCc2coc3ccccc3c2=O)c1=O
sample_2989,Cc1c(C)c(C)c(C(CCCNC(=O)C(=NNc2ccccc2)C(=O)C(F)(F)F)C(=O)O)c(C)c1C
sample_2990,CC12CCCC1C1CCC3CC(NC(CCCCN)C(=O)Cc4ccc(Br)cc4)CCC3(C)C1CC2
sample_2991,CC(NC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(=O)C1CCC2C3CC(Cl)C4(O)CC(=O)CCC4(C)C3CCC12C
sample_2992,CC1CCCC(NCc2coc3ccc(Br)cc3c2=O)C(=O)N1C1Cc2ccccc2N1
sample_2993,O=Cc1ccccc1CCOc1nnc(S)n1N=C1C(=O)Nc2ccccc21
sample_2994,Cc1ccc2oc3c(c2c1)-c1oc(C)cc1C(C)(c1ccc(CC(NOC2CCC4(C)C(CCC5C6CCC(O)C6(C)CCC54)C2)C(=O)O)cc1)CC3
sample_2995,Nc1ccc(OC2CC(c3cccc(I)c3)N(c3cc(S(N)(=O)=O)c(Cl)cc3O)C2)cc1
sample_2996,Cc1nnc(C(CCn2ccc3c(N)ncnc32)C(=O)O)s1
sample_2997,Cc1ccc(C)c(N2C(=O)C(Nc3cnc4ccccc4n3)CCCC2C)c1
sample_2998,CC(CNCCCC(C(=O)O)C(C)C#Cc1ccccc1)=NNS(O)(O)c1ccc(C)cc1
sample_2999,N#CC(C(=O)CCC(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O)C(N)=S
sample_3000,Cc1cc(NC(CCC(=O)C2(C)C=CC=CC=C2)C(=O)O)cc(C)c1O
sample_3001,O=C(O)C(CCCN1CCCCC1)N1c2ccccc2Sc2ccccc21
sample_3002,Cc1cc(C)c(N)c(CC(Nc2csc(C(C#N)=NNc3ccccc3)n2)C(NC(C)C#Cc2ccccc2)C(=O)O)c1
sample_3003,O=C(O)C(CCCNc1ccc2cc3ccccc3cc2c1)C(=O)C(=NNc1cccc(O)c1)S(O)(O)c1ccccc1
sample_3004,CC(NOC1=CC(c2ccccc2)c2ccccc21)C(=O)OC1CCC2(C)C3CCC4(C)C(=O)CCC4C3C(=O)CC2(C)C1
sample_3005,CC(NCCCCP(=O)(O)OCc1cc(Br)cc(C#CC(=O)O)c1)C(=O)O
sample_3006,CC(CNC(CC1OC(C)C(O)C(N)C1O)C(Nc1ccc(Cl)cc1)C(=O)O)=NNS(O)(O)c1ccc(C)cc1
sample_3007,CC(NOc1c(Cl)cccc1Cl)C(=O)c1cc(I)c(O)c(I)c1
sample_3008,Nc1cc(Br)ccc1C(=O)CCC(=O)C(CCCI)NC1(C#Cc2ccccc2)Cc2ccccc21
sample_3009,Cc1ccc2nc(SC3CC(c4ccc(F)cc4)N(N4C(=O)c5cc(S(N)(=O)=O)c(Cl)cc5NC4C)C3)sc2c1
sample_3010,O=C1NC(=O)C(NC(CNC(CS)C(=O)O)CP(=O)(O)CC(=O)Sc2ccccc2)N1
sample_3011,CC12CCCCC1CCC1C2CC(O)C2(C)C1CCC2C1CC(O)CN1c1nccs1
sample_3012,CC1=C(C(=O)c2ccc(N(c3c(O)ccc4ccccc34)C3CCC4C5C(=O)C(Br)C6CCCCC6(C)C5CCC43C)cc2C(=O)C(=NN)c2ccccc2)S(=O)(=O)CCO1
sample_3013,Cc1cc(N=Nc2ccccc2)c(NC(CC2C(=O)NC3=C(C2=O)C(c2ccc(Br)cc2)c2c(c4ccccc4oc2=O)O3)CP(=O)(O)CC(=O)c2c3c(c(C)c4c2C(C)C4=O)C(=O)C3)cc1N=Nc1ccccc1
sample_3014,CC(C)C1=C(O)C(=O)C2=C(C1=O)C(OC1CSC(c3ccc4c5c3OC3C(O)C=CC6C(C4)N(C)CCC563)N1ON1C(=O)CCC1=O)C(O)C1C(C)(C)CCCC21C
sample_3015,CC(NOC1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C)C(=O)c1nnc(S)n1N=Cc1ccccc1Cl
sample_3016,Cc1nn(CC(CCC(=O)c2ccc(Cl)cc2)C(=O)O)c(N)c1C#N
sample_3017,Cc1c(NN=C2C(=O)NN=C2c2c(O)c3ccccc3n(C)c2=O)c(=O)n(CC(NCC2C(=O)NC(=O)NC2=O)C(Nc2cccnc2)C(=O)O)n1C
sample_3018,Cc1cc2c(o1)-c1c(oc3ccc(Cl)cc13)CCC2(C)c1ccccc1N1CC(CCc2cc3ccccc3oc2=N)CC1CC1C(=O)C2(C)CCC1C2(C)C
sample_3019,Cc1ccn(C(=O)N(c2ccccc2)c2ccccc2C2(C)CCc3oc4c(Br)cc(Br)cc4c3-c3oc(C)cc32)n1
sample_3020,CCCONC(CC1CCC2C3CCC4=CC(O)CCC4(C)C3CCC12C)C(Nc1cc(C(=S)N2CCCCC2)ccc1O)C(=O)O
sample_3021,Cc1cccc(NC2Cc3ccccc3N2Cc2coc3ccc(Br)cc3c2=O)c1
sample_3022,COP(=S)(OC)OC1CC(C2C=Cc3ccc(O)cc3N2)N(c2cnccn2)C1
sample_3023,O=C(O)C(CCCNC1C2=C(CCCC2)OC2=C1CCCC2)c1cc(O)c(O)c(O)c1
sample_3024,O=C1C=CC(O)(C2CC3CCCCC3N2c2ccccc2N=Cc2ccccc2)C=C1
sample_3025,NS(=O)(=O)c1nnc(NNC(CN2C(=O)CN=C(c3ccccc3F)c3cc(Cl)ccc32)C(=O)O)s1
sample_3026,CC1CCCC(NC2CCC3=C4CCC5CC(O)CCC5(C)C4CC(O)C32C)C(=O)N1C(=O)O
sample_3027,CC(CCCC1CCCN2C(=O)C(C)(c3c(Cl)cccc3Cl)C(=O)N12)=NNC(N)=O
sample_3028,CC(=NNC(N)=O)C(C)CC1CC2CCCCC2N1C1CC2=C3C=CCC=C3N=C2C(C)N1
sample_3029,C=C(Br)CNC1CCCC(C)N(c2ccc3c(c2)C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C3=O)C1=O
sample_3030,O=C(O)C(CCc1cc(=O)oc2ccccc12)Oc1nc(Cl)nc(Cl)n1
sample_3031,CC(=Nc1ccccc1O)c1c(O)c2ccccc2n(NC(CCCNCc2cccc(C)c2C)C(=O)O)c1=O
sample_3032,CCCCC(C)CC(O)CNC(CNc1ccc2c(c1)NC(=O)C2)C(C(=O)O)c1ccc2c(c1)NC(C)CC2
sample_3033,Cc1cccc(NN=C(C#N)c2nc(C(=O)c3cc(C)n(C)n3)cs2)c1
sample_3034,Cc1cc(NC(CCCNC2OC(=O)C3(C)CCC2C3(C)C)C(=O)O)n2nc(N)c(N=Nc3cc(Cl)c(Cl)cc3Cl)c2n1
sample_3035,Cc1cccc(NN=C2C(=O)N(CC(CP(=O)(O)CC(=O)Cc3ccccc3F)NC3CCNCC3)N=C2C(F)(F)F)c1C
sample_3036,CC1=C(C(=O)C(=O)C(CCCCN)Nc2cc(Cl)ccc2N=NC2SC(=S)NC2=O)CCCO1
sample_3037,CC1(O)c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(C(=O)CP(=O)(O)CCCCC4CCCC4=O)C3C(O)C21
sample_3038,Cc1cc(C)c(C)c(CC(C(=O)O)C(=O)C(=NNc2ccc(Br)cc2)S(O)(O)c2ccccc2)c1C
sample_3039,C#CCN(Cc1cccs1)c1ccc(C(=O)C(C)(C)C)c(C2(C)CCCC34COC5CC6C(C)C(=O)C7(C(CC23)OC(C)(C)OC67)C54)c1
sample_3040,O=Cc1c(NC(CCCNNc2nc3ccccc3s2)C(=O)O)c2ccccc2oc1=O
sample_3041,CCCCCCCCONC(Cc1cccnc1)CP(=O)(O)CC(=O)n1c(=O)c(C(C)=Nc2cccc(N)c2)c(O)c2ccccc21
sample_3042,Cc1ccccc1NN(C(=O)C(=NNc1cccnc1)C(=O)C(F)(F)F)C1CCCCC1
sample_3043,CC1CCCC(Nc2ccc3c(c2)c2c4n3CCN(C)C4=NCC2)C(=O)N1C1CCC2C3C(O)CC4CC5(CCC4(C)C3CC(=O)C21C)OCCO5
sample_3044,CCCCOC(=O)C(C)CC(=O)C(Cc1cc(C)nc2c(N=Nc3c(Br)cc(Br)cc3Br)c(N)nn12)NCC(C(=O)O)C1=CCC2(C)C(CCC3C4CCC(O)C4(C)CCC32)C1
sample_3045,CC12CCC3C(CCC45CCC(=O)C4C35C)C1CCC2CC1CC(C2(O)OCC(O)C(O)C2O)N(CC2=C(C=NO)CCC2)C1
sample_3046,Cc1cc2c(o1)-c1c(oc3c(Br)cc(Br)cc13)CCC2(C)c1ccccc1C1CC(C2CCC(C)CC2=NNC(N)=O)CN1C(C)C(=O)NO
sample_3047,Cc1cccc(NC2CC3(CN2C2c4ccccc4COc4ccccc42)SCCS3)n1
sample_3048,CC(=O)N(Nc1ccc(C2CC(OC3CCC4C5CCC6CC(O)CCC6(C)C5CCC34C)N(C3CCC4(C)C(CCC5C6CC(=O)CC6(C)CCC54)C3)C2)cc1)c1ccccc1
sample_3049,C[Si](C)(C)c1c(C2Cc3ccccc3N2N2CCCC2)oc2c(c3c(c4ccccc42)OC2CC(=O)OC32)c1=O
sample_3050,CC(=NCC(O)CO)c1c(O)c2ccccc2n(N2CC3(CC2Cc2cccc(Cl)c2)SCCS3)c1=O
sample_3051,CC(C)C1=Nn2c(nnc2C(NCc2cccc3ccccc23)C(=O)O)SC1
sample_3052,CC12CCC(OCC(Oc3cc(Cl)ccc3N=NC3SC(=S)NC3=O)C(=O)O)CC1=CCC1C2CCC2(C)C1CCC2(O)C#Cc1ccccc1
sample_3053,CC(C)(C(=O)O)C1Cc2ccccc2N1C(=O)C(Br)(C(F)(F)F)C(F)(F)F
sample_3054,CC(=NNC(=O)NC(CCC(=O)c1c(C)ccc2c1CCC1C2CCC2CCCCC21C)C(=O)O)c1ccco1
sample_3055,CC(C)C1=C(O)C(=O)C2=C(C1=O)C(ONC(C)C(=O)CC(Cl)=C(Cl)Cl)C(O)C1C(C)(C)CCCC21C
sample_3056,NN=C(N)C(=NN)SN(OC1(c2ccccc2)Cc2ccccc21)c1ccccc1
sample_3057,CC(CC(C)C(C(=O)O)n1c(=O)c(C(C)=NN=C2C(=O)Nc3ccccc32)c(O)c2ccccc21)=NNC(N)=O
sample_3058,Cc1nc(C(C#N)=NNc2ccc(NC3CCCC(C)N(Nc4nc5ccc(Br)cc5s4)C3=O)cc2)sc1N=Nc1ccccc1
sample_3059,C=C1C(=O)C23C(O)C1CC(O)C2C12CCCC(C)(COC1)C2CC3C1CC(Nc2ccccc2N=Nc2ccccc2)CN1N1CC=CC1
sample_3060,CCC(C)ONC(CCc1cc(Br)cc(Br)c1N)C(C(=O)O)C1CCCC1S
sample_3061,Cc1cccc(NC2CCCC3SCC(c4ccc(F)cc4)N3C2=O)c1C
sample_3062,COC1=C(OC)C(C2CC(Nc3ccccc3Br)(OS(C)(=O)=O)CN2c2ccc3ccccc3n2)OC1=O
sample_3063,Cc1cccc(ONC(CCc2ccccc2C=NNc2ccccc2)C(C(=O)O)c2c(F)cccc2F)c1C
sample_3064,C#CC1(OCCCCP(=O)(O)OC2(C=C)C(=O)NC(=O)NC2=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
sample_3065,Cc1cc2c(c(C)c1C(=O)CCC(C(=O)O)c1nc3ccccc3nc1C)CC2=O
sample_3066,CC12CCCC1C1CCC3CC(C4(C)C(=O)N5CCCC(N6NC(=O)C(=C7SC=C(c8ccccc8)S7)C6=O)N5C4=O)CCC3(C)C1CC2
sample_3067,CC(CN1c2ccccc2CC1n1c(=O)c(C(C)=Nc2ccc(N=Nc3ccccc3)cc2)c(O)c2ccccc21)=NNC(N)=O
sample_3068,CC(=O)N(Nc1ccc(NC(C(=O)O)C(C)(C)O)cc1)c1ccccc1
sample_3069,CN1CCc2cc(N(c3ccccc3)C3Cc4ccccc4C(=O)O3)c(O)cc2C1
sample_3070,CC1=NN(C2(C)C(=O)N3CCCC(C4CCC5C6CC=C7CC(O)CCC7(C)C6CCC54C)N3C2=O)C(=O)C1=NNc1cccnc1
sample_3071,Cc1ccc(O)c(OP(=O)(O)CCCCC(CO)C(=O)O)c1
sample_3072,Nc1ccc(C2CC(O)CN2CC2=CC(=O)CCC2)c(N)c1
sample_3073,CC1=c2ccccc2=NC1N(c1ccc2c(c1)OCO2)c1ccccc1C1(C)CCc2oc3ccc(Cl)cc3c2-c2oc(C)cc21
sample_3074,O=C1C(=NNc2cccc(F)c2)C(C(F)(F)F)=NN1N1CCCC1Oc1cc(Cl)cc(Cl)c1
sample_3075,Cc1noc(NC(Cc2cccc(Cl)c2)CP(=O)(O)CC(=O)Oc2ccccc2Cl)c1C
sample_3076,Cc1cccc(NC(=O)C(C)CC(=O)C(CNC2C3CCC(C)(C2O)C3(C)C)Nc2ccc3ccccc3c2)c1
sample_3077,Cc1ccc(N=Nc2cc(C(C(=O)O)c3cc4c(cc3C)C(C(=O)O)C4)c(N=Nc3ccc(C)cc3)cc2C)cc1
sample_3078,CC1(O)c2c(Cl)ccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(C(=O)C(=O)NNc4ccccc4)C3CC21
sample_3079,O=C(O)C(Nc1cc(O)c2n(c1=O)C(C(=O)O)CC2)C1c2ccccc2CCc2ccccc21
sample_3080,O=C(O)C(Cc1oc2cc(O)cc(O)c2c(=O)c1O)ON1Cc2ccccc2OC1=O
sample_3081,NN=C(C(=O)NC(Cc1ncc2nccnc2n1)C(=O)c1nc(Cl)c(Cl)c(N)c1Cl)c1ccccc1
sample_3082,NN=C(N)C(=NN)SNC(CC1c2ccccc2CCc2ccccc21)C(=O)c1ccc(O)c(I)c1
sample_3083,CC(=NCC(O)CO)c1c(O)c2ccccc2n(CC(NC2CC(=O)c3cnccc3C2)C(=O)CCC(=O)CC(=O)NO)c1=O
sample_3084,NC(=O)C1=C(CCC(=O)C(CCc2cc(=O)c3ccccc3o2)NCCC(N)=NS(N)(O)O)CCCC1
sample_3085,O=C(C=CN(O)c1ccccc1)NC(C(=O)O)c1cccc(Cl)c1Cl
sample_3086,O=C(c1ccc(Br)c2c(Br)cccc12)C(S)CNc1ccc(F)c(Cl)c1
sample_3087,CC1(C)C(=O)NC1N(c1ccc2c(c1)OCO2)C1(O)C=CC(=O)C=C1
sample_3088,Cn1c(C(C#N)=NNc2ccccc2NCCCC(OS(O)(O)C(F)(F)F)C(=O)O)nc2ccccc21
sample_3089,CC12CCC(O)CC1=CCC1C2CCC2(C)C1CCC2N(CCBr)c1ccc(NC(N)=S)c(-c2ccc3c4c(c5c(c3c2)CCCC5)CCCC4)c1
sample_3090,CC1=CC(=NNC(N)=O)C(C(C(=O)O)C(CCc2c(O)ccc3ccccc23)NN2CCOCC2)CC1
sample_3091,CN1CCC(CC(=O)CCC(CC(=NNc2ccccc2)c2ccc3ccccc3c2)C(=O)O)C1
sample_3092,CC(=Nc1cccc(N)c1)c1c(O)c2ccccc2n(NC(C)C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2O)c1=O
sample_3093,CC12CCC3C(CCC4CC(C5CC6CCCCC6N5Cc5c(O)ccc6ccccc56)CCC43C)C1CC(=O)C2
sample_3094,CC1(O)c2c(Cl)ccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(C(CCC(=O)c4nnc5n4NCS5)C(=O)O)C3CC21
sample_3095,CCONC(CCCNC1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12)C(=O)O
sample_3096,N#CC(=NNc1ccccc1)c1nc(C(NC(=O)C2=C3c4ncccc4ON3C(Cl)C(Cl)C2Cl)C(=O)O)cs1
sample_3097,Cc1cc2c(cc1CC(CP(=O)(O)CC(=O)Cn1c(C)cc3c(c1=O)C(c1ccccc1)C(C#N)=C(N)O3)NOC1OC(C(N)=O)=CC(C)C1Br)CC2Cl
sample_3098,Cc1ccc(S(O)(O)ONCCCC(C(=O)O)C2(O)CCC3C4CC(C)C5=CC(=O)C=CC5(C)C4(F)C(O)CC32C)cc1
sample_3099,Cc1ccc(N=Nc2cc(C3SCC(N4C(=O)CCC4=O)N3Cc3ccccc3C=NNc3ccccc3)c(N=Nc3ccc(C)cc3)cc2C)cc1
sample_3100,CC(NP(=O)(O)CCCC#N)C(=O)c1ccc(Br)cc1
sample_3101,Cc1ccc2c(c1)C(C)(C)C(C(CCCCN)C(=O)Cc1c(Cl)cccc1Cl)N2C
sample_3102,COP(=S)(OC)ON1CC(n2c(=O)c(C(C)=Nc3cccc(N)c3)c(O)c3ccccc32)CC1C1CC(c2ccc3ccccc3c2)=NN1C(N)=O
sample_3103,O=C1OC(C(=O)C(O)P(c2ccccc2)c2ccccc2)Cc2ccccc21
sample_3104,Cc1nc(OP(=O)(O)CCCCc2ccc3c(c2)CCCC3)oc1C
sample_3105,C=C(Cl)CC(CCOS(O)(O)C(F)(F)F)C(=O)O
sample_3106,CC1=C(C(=O)C2Cc3ccccc3N2c2cccc3c(Br)cccc23)SCCO1
sample_3107,CC(CCCNC1CCCC2SCC(C3NC4=C(C3=O)C(c3ccc(Br)cc3)c3c(c5ccccc5oc3=O)O4)N2C1=O)=NNC(N)=O
sample_3108,CC(=Nn1c(S)nnc1C(NC(=O)C(=NNc1cc(Cl)ccc1Cl)C(=O)C(F)(F)F)C(=O)O)c1ccc(C)cc1
sample_3109,CC1c2ccccc2C(=O)C1C(=O)C(CCCCN)NCc1ccc(F)cc1
sample_3110,Cc1c(Cl)nc(N)nc1CC(NCn1ccnc1C)C(=O)OCC1c2ccccc2-c2ccccc21
sample_3111,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)C(C)C(=O)n2c(=O)c3c(C)noc3c3ccccc32)=C(C)C1=O
sample_3112,CC1C=C(C(N)=O)OC(CC(Nc2ccc3ccccc3n2)C(=O)NC2CC3CC2C2CCCC32)C1Br
sample_3113,CN1CCC23c4c5ccc(N6CC(C7Nc8ccccc8C7c7ccccc7)CC6C6c7ccccc7-c7ccccc76)c4OC2C(O)C=CC3C1C5
sample_3114,C=C(C)C(=O)N(c1ccc(-c2nnc(S)n2N=Cc2ccccc2)c(-n2c(=O)c(C(C)=NCCO)c(O)c3ccccc32)c1)C(C)C(C)(C)C
sample_3115,Cc1cc2ccccc2c(C(=O)CCC(NC2(C#Cc3ccccc3)Cc3ccccc32)C(=O)O)n1
sample_3116,Cc1cc(C)cc(CC(NCCC(C)(C)C(=O)O)C(=O)CC(C)C(=O)c2ccc3c(c2C)CC3C#N)c1
sample_3117,ClCCON1CC2(CC1c1ccccc1N=Cc1ccccc1)SCCS2
sample_3118,Cc1cc(NC(CCC2CCC3(C)C(CCC4C5CC=C(C#Cc6ccccc6)C5(C)CCC43)C2)C(=O)O)n2nc(N)c(N=Nc3c(Cl)cc(Cl)cc3Cl)c2n1
sample_3119,C=Cc1ccccc1C(CCCCN)C(=O)n1c(=O)c(C(C)=Nc2c(O)ccc3ccccc23)c(O)c2ccccc21
sample_3120,CCC(CN1CC(C2CCCCC2)CC1c1ccc(C)cc1O)C(=O)O
sample_3121,C=C(C)CN1CC(O)CC1C1N=NC(N=Cc2ccc(C)cc2)=N1
sample_3122,C=CC(=O)C1CC2(CN1Oc1cc(Cl)ccc1Cl)SCCS2
sample_3123,CCC(CN1c2ccccc2CC1Cc1c(N)c2ccccc2oc1=O)C(=O)O
sample_3124,CC1(c2ccc3c(c2)C(=O)C3)C(=O)N2CCCC(c3ccc(N)cc3)N2C1=O
sample_3125,CC(NNC(=S)c1ccccc1)C(=O)C(Cl)(Cl)C(Cl)Cl
sample_3126,Cc1ccc(S(O)(O)OCC(CP(=O)(O)CC(=O)c2ccc3c(=O)n4c(cc3c2)CCCC4)NC(O)C(C)C)cc1
sample_3127,CC1(O)OC(CC(NNc2ccnc3cc(Cl)ccc23)C(NCC(F)(F)F)C(=O)O)Cc2ccccc21
sample_3128,CC(C)(C)CC(=O)CC1Cc2ccccc2N1c1ccc(O)c(I)c1
sample_3129,O=C(O)C(Br)N1C(CN2CCOCC2)CSC1c1c(F)cccc1Cl
sample_3130,CC12CCC3C(CCC4(C)C3CCC4(O)N3CC4(CC3C3C=COC(=O)c5ccccc5C3)SCCS4)C1(C)CCC(O)C2
sample_3131,CC(=NO)c1ccc(C2(C)C(=O)N3CCCC(c4ccc(O)cc4O)N3C2=O)cc1
sample_3132,CC12CCC3C(CC(O)C4CC(O)CCC43C)C1CCC2C(=O)C(CCCCN)c1nnc(S)n1N=Cc1ccccc1Cl
sample_3133,CC(C(=O)Nc1ncccn1)C1Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2O1
sample_3134,CC(=Nc1cc(C)ccc1O)c1c(O)c2ccccc2n(C(CC2Nc3cc(Cl)c(S(N)(=O)=O)cc3S(=O)(=O)N2)C(=O)O)c1=O
sample_3135,CC1(C)C(C(=O)CC(Nc2ncc3nccnc3n2)C(C(=O)O)c2cn3ccccc3n2)=Nc2ccccc21
sample_3136,N=C1Oc2c(c(=O)oc3ccccc23)C(c2ccc(Br)cc2)C1C(=O)CCC(Nc1ncccn1)C(=O)O
sample_3137,O=C1CCC(=O)N1ON(C1CCCCC1)n1c(=O)sc2cccc(Cl)c21
sample_3138,Cc1cc(C2CC(O)CN2CC2=NCCN2)n2nc(N)c(N=Nc3c(Cl)cc(Cl)cc3Cl)c2n1
