,y,x1,x2,x3,x4,x5,x6,x7
sample_1180,0.139,0.325,0.68,0.603,0.376,0.736,0.565,0.5479999999999999
sample_1181,0.0878,0.33399999999999996,0.6829999999999999,0.72,0.376,0.757,0.562,0.552
sample_1182,0.0878,0.34299999999999997,0.7120000000000001,0.742,0.376,0.7509999999999999,0.5720000000000001,0.545
sample_1183,0.0878,0.35100000000000003,0.7040000000000001,0.804,0.376,0.727,0.526,0.491
sample_1184,0.0878,0.36,0.7020000000000001,0.831,0.376,0.7070000000000001,0.504,0.45899999999999996
sample_1185,0.0878,0.369,0.685,0.8270000000000001,0.376,0.703,0.511,0.47100000000000003
sample_1186,0.0878,0.37799999999999995,0.7040000000000001,0.8809999999999999,0.376,0.703,0.511,0.478
sample_1187,0.0878,0.386,0.705,0.88,0.376,0.7090000000000001,0.47600000000000003,0.475
sample_1188,0.0878,0.395,0.6920000000000001,0.8809999999999999,0.376,0.715,0.535,0.475
sample_1189,0.0878,0.40399999999999997,0.68,0.8759999999999999,0.376,0.72,0.547,0.493
sample_1190,0.0878,0.413,0.6679999999999999,0.875,0.376,0.726,0.5379999999999999,0.49700000000000005
sample_1191,0.0716,0.395,0.667,0.8759999999999999,0.376,0.7290000000000001,0.513,0.47600000000000003
sample_1192,0.0716,0.371,0.654,0.8690000000000001,0.376,0.726,0.511,0.5
sample_1193,0.0716,0.34700000000000003,0.706,0.884,0.376,0.725,0.499,0.467
sample_1194,0.0716,0.322,0.701,0.877,0.376,0.727,0.535,0.491
sample_1195,0.0716,0.313,0.6659999999999999,0.878,0.376,0.7290000000000001,0.516,0.5
sample_1196,0.0716,0.321,0.653,0.88,0.376,0.731,0.52,0.5
sample_1197,0.0716,0.32899999999999996,0.674,0.879,0.376,0.733,0.523,0.502
sample_1198,0.0716,0.337,0.696,0.872,0.376,0.735,0.5379999999999999,0.511
sample_1199,0.0716,0.353,0.711,0.8740000000000001,0.375,0.738,0.584,0.515
sample_1200,0.0716,0.37,0.705,0.873,0.375,0.752,0.607,0.573
sample_1201,0.0542,0.386,0.716,0.8809999999999999,0.375,0.7659999999999999,0.61,0.585
sample_1202,0.0542,0.40299999999999997,0.7040000000000001,0.8690000000000001,0.375,0.7809999999999999,0.631,0.608
sample_1203,0.0542,0.419,0.695,0.879,0.375,0.795,0.623,0.614
sample_1204,0.0542,0.435,0.6920000000000001,0.8759999999999999,0.375,0.7909999999999999,0.603,0.563
sample_1205,0.0542,0.452,0.688,0.883,0.375,0.7829999999999999,0.568,0.53
sample_1206,0.0542,0.46799999999999997,0.6890000000000001,0.88,0.375,0.775,0.555,0.532
sample_1207,0.0542,0.484,0.68,0.878,0.375,0.768,0.5760000000000001,0.5329999999999999
sample_1208,0.0542,0.501,0.6859999999999999,0.8759999999999999,0.375,0.774,0.583,0.534
sample_1209,0.0542,0.517,0.6940000000000001,0.8809999999999999,0.375,0.779,0.588,0.545
sample_1210,0.0542,0.5329999999999999,0.6940000000000001,0.877,0.375,0.785,0.583,0.5670000000000001
sample_1211,0.036000000000000004,0.55,0.6759999999999999,0.875,0.375,0.79,0.5770000000000001,0.529
sample_1212,0.036000000000000004,0.555,0.631,0.873,0.375,0.785,0.517,0.491
sample_1213,0.036000000000000004,0.489,0.626,0.8809999999999999,0.375,0.74,0.41600000000000004,0.4
sample_1214,0.036000000000000004,0.424,0.6559999999999999,0.88,0.375,0.6940000000000001,0.375,0.337
sample_1215,0.036000000000000004,0.358,0.6920000000000001,0.878,0.375,0.649,0.35200000000000004,0.298
sample_1216,0.036000000000000004,0.292,0.7,0.8759999999999999,0.375,0.619,0.355,0.306
sample_1217,0.036000000000000004,0.256,0.6990000000000001,0.8759999999999999,0.375,0.603,0.35100000000000003,0.325
sample_1218,0.036000000000000004,0.253,0.684,0.8690000000000001,0.375,0.5870000000000001,0.39799999999999996,0.342
sample_1219,0.036000000000000004,0.25,0.6679999999999999,0.8809999999999999,0.375,0.5710000000000001,0.381,0.342
sample_1220,0.036000000000000004,0.247,0.6709999999999999,0.879,0.375,0.555,0.39299999999999996,0.342
sample_1221,0.0495,0.244,0.7040000000000001,0.879,0.375,0.5379999999999999,0.39399999999999996,0.32799999999999996
sample_1222,0.0495,0.24100000000000002,0.7,0.867,0.374,0.521,0.42,0.345
sample_1223,0.0495,0.23800000000000002,0.713,0.883,0.374,0.518,0.462,0.414
sample_1224,0.0495,0.249,0.7,0.878,0.374,0.568,0.518,0.493
sample_1225,0.0495,0.27399999999999997,0.685,0.8740000000000001,0.374,0.617,0.588,0.534
sample_1226,0.0495,0.3,0.653,0.8809999999999999,0.374,0.667,0.594,0.54
sample_1227,0.0495,0.326,0.653,0.8809999999999999,0.374,0.684,0.584,0.5429999999999999
sample_1228,0.0495,0.35100000000000003,0.66,0.8759999999999999,0.374,0.696,0.563,0.516
sample_1229,0.0495,0.377,0.6629999999999999,0.88,0.374,0.6940000000000001,0.5489999999999999,0.524
sample_1230,0.0495,0.376,0.6809999999999999,0.858,0.373,0.685,0.531,0.46399999999999997
sample_1231,0.2,0.374,0.711,0.879,0.373,0.6759999999999999,0.498,0.462
sample_1232,0.2,0.371,0.722,0.9420000000000001,0.373,0.6759999999999999,0.522,0.457
sample_1233,0.2,0.369,0.742,0.9570000000000001,0.373,0.677,0.539,0.465
sample_1234,0.2,0.36700000000000005,0.718,0.9540000000000001,0.373,0.679,0.519,0.461
sample_1235,0.2,0.364,0.69,0.953,0.373,0.68,0.466,0.419
sample_1236,0.2,0.36200000000000004,0.6759999999999999,0.96,0.373,0.677,0.435,0.418
sample_1237,0.2,0.36,0.6859999999999999,0.9540000000000001,0.373,0.667,0.46299999999999997,0.41700000000000004
sample_1238,0.2,0.35700000000000004,0.691,0.953,0.37200000000000005,0.6579999999999999,0.48100000000000004,0.418
sample_1239,0.2,0.348,0.6759999999999999,0.9520000000000001,0.37200000000000005,0.648,0.46299999999999997,0.41700000000000004
sample_1240,0.2,0.33899999999999997,0.68,0.9540000000000001,0.37200000000000005,0.638,0.446,0.375
sample_1241,0.196,0.33,0.6809999999999999,0.95,0.37200000000000005,0.628,0.465,0.39799999999999996
sample_1242,0.196,0.321,0.706,0.9490000000000001,0.37200000000000005,0.621,0.435,0.374
sample_1243,0.196,0.313,0.718,0.948,0.37200000000000005,0.613,0.43,0.36200000000000004
sample_1244,0.196,0.304,0.698,0.948,0.37200000000000005,0.606,0.426,0.37799999999999995
sample_1245,0.196,0.295,0.696,0.953,0.371,0.6,0.425,0.36
sample_1246,0.196,0.299,0.69,0.955,0.371,0.594,0.42100000000000004,0.373
sample_1247,0.196,0.307,0.6609999999999999,0.955,0.371,0.588,0.418,0.38299999999999995
sample_1248,0.196,0.315,0.669,0.953,0.371,0.5820000000000001,0.4,0.33799999999999997
sample_1249,0.196,0.32299999999999995,0.677,0.9540000000000001,0.371,0.56,0.39,0.34600000000000003
sample_1250,0.196,0.331,0.684,0.951,0.371,0.563,0.413,0.345
sample_1251,0.17300000000000001,0.32799999999999996,0.66,0.9540000000000001,0.371,0.58,0.423,0.392
sample_1252,0.17300000000000001,0.32,0.637,0.86,0.37,0.597,0.456,0.414
sample_1253,0.17300000000000001,0.311,0.579,0.8640000000000001,0.37,0.614,0.45399999999999996,0.40399999999999997
sample_1254,0.17300000000000001,0.302,0.64,0.8440000000000001,0.37,0.5870000000000001,0.409,0.35200000000000004
sample_1255,0.17300000000000001,0.294,0.675,0.858,0.37,0.5529999999999999,0.386,0.332
sample_1256,0.17300000000000001,0.27399999999999997,0.6559999999999999,0.855,0.37,0.519,0.361,0.31
sample_1257,0.17300000000000001,0.24,0.672,0.852,0.37,0.469,0.32,0.26
sample_1258,0.17300000000000001,0.20600000000000002,0.66,0.853,0.37,0.392,0.312,0.249
sample_1259,0.17300000000000001,0.18,0.7,0.7809999999999999,0.369,0.315,0.297,0.222
sample_1260,0.17300000000000001,0.20800000000000002,0.685,0.747,0.369,0.35,0.395,0.309
sample_1261,0.222,0.235,0.688,0.758,0.369,0.414,0.486,0.419
sample_1262,0.222,0.263,0.6659999999999999,0.7509999999999999,0.369,0.489,0.526,0.445
sample_1263,0.222,0.266,0.6579999999999999,0.7509999999999999,0.369,0.507,0.45899999999999996,0.4
sample_1264,0.222,0.262,0.6629999999999999,0.7440000000000001,0.369,0.502,0.377,0.34299999999999997
sample_1265,0.222,0.258,0.67,0.755,0.369,0.45799999999999996,0.342,0.275
sample_1266,0.222,0.226,0.6920000000000001,0.7490000000000001,0.368,0.402,0.295,0.261
sample_1267,0.222,0.233,0.705,0.7509999999999999,0.368,0.336,0.289,0.23199999999999998
sample_1268,0.222,0.24,0.708,0.757,0.368,0.29100000000000004,0.318,0.23800000000000002
sample_1269,0.222,0.248,0.722,0.753,0.368,0.331,0.39399999999999996,0.311
sample_1270,0.222,0.263,0.7090000000000001,0.752,0.368,0.42200000000000004,0.513,0.431
sample_1271,0.42100000000000004,0.297,0.722,0.826,0.368,0.529,0.5579999999999999,0.483
sample_1272,0.42100000000000004,0.332,0.715,0.833,0.368,0.621,0.627,0.589
sample_1273,0.42100000000000004,0.364,0.655,0.82,0.36700000000000005,0.664,0.565,0.524
sample_1274,0.42100000000000004,0.382,0.657,0.823,0.36700000000000005,0.6859999999999999,0.498,0.461
sample_1275,0.42100000000000004,0.401,0.6759999999999999,0.821,0.36700000000000005,0.708,0.511,0.461
sample_1276,0.42100000000000004,0.419,0.6920000000000001,0.836,0.36700000000000005,0.73,0.536,0.484
sample_1277,0.42100000000000004,0.43700000000000006,0.675,0.8220000000000001,0.36700000000000005,0.735,0.57,0.5329999999999999
sample_1278,0.42100000000000004,0.436,0.68,0.828,0.36700000000000005,0.741,0.595,0.53
sample_1279,0.42100000000000004,0.413,0.677,0.826,0.36700000000000005,0.728,0.528,0.49700000000000005
sample_1280,0.42100000000000004,0.391,0.66,0.825,0.366,0.708,0.488,0.41700000000000004
sample_1281,0.473,0.402,0.706,0.823,0.366,0.701,0.485,0.41700000000000004
sample_1282,0.473,0.456,0.705,0.8270000000000001,0.366,0.71,0.49700000000000005,0.45799999999999996
sample_1283,0.473,0.42700000000000005,0.6940000000000001,0.826,0.366,0.746,0.581,0.514
sample_1284,0.473,0.45399999999999996,0.69,0.8190000000000001,0.366,0.7490000000000001,0.585,0.564
sample_1285,0.473,0.48100000000000004,0.68,0.8320000000000001,0.366,0.7509999999999999,0.6,0.565
sample_1286,0.473,0.509,0.657,0.828,0.366,0.748,0.565,0.5489999999999999
sample_1287,0.473,0.536,0.655,0.8320000000000001,0.366,0.721,0.534,0.505
sample_1288,0.473,0.53,0.653,0.8270000000000001,0.365,0.693,0.46399999999999997,0.414
sample_1289,0.473,0.48200000000000004,0.6629999999999999,0.828,0.365,0.6659999999999999,0.405,0.379
sample_1290,0.473,0.433,0.691,0.831,0.365,0.649,0.401,0.342
sample_1291,0.281,0.39299999999999996,0.722,0.8290000000000001,0.365,0.667,0.469,0.41700000000000004
sample_1292,0.281,0.418,0.7170000000000001,0.83,0.479,0.685,0.506,0.43200000000000005
sample_1293,0.281,0.442,0.711,0.8270000000000001,0.48100000000000004,0.705,0.5479999999999999,0.495
sample_1294,0.281,0.466,0.667,0.8290000000000001,0.48200000000000004,0.738,0.598,0.551
sample_1295,0.281,0.488,0.648,0.8290000000000001,0.484,0.759,0.583,0.561
sample_1296,0.281,0.511,0.622,0.826,0.485,0.752,0.5579999999999999,0.531
sample_1297,0.281,0.456,0.655,0.826,0.48700000000000004,0.716,0.49,0.435
sample_1298,0.281,0.381,0.6509999999999999,0.8290000000000001,0.488,0.662,0.389,0.361
sample_1299,0.281,0.305,0.688,0.8290000000000001,0.49,0.617,0.369,0.308
sample_1300,0.281,0.316,0.7120000000000001,0.835,0.491,0.612,0.395,0.303
sample_1301,0.141,0.349,0.727,0.825,0.49200000000000005,0.643,0.495,0.41100000000000003
sample_1302,0.141,0.38299999999999995,0.72,0.831,0.494,0.693,0.529,0.466
sample_1303,0.141,0.331,0.565,0.821,0.495,0.691,0.5329999999999999,0.478
sample_1304,0.141,0.20199999999999999,0.647,0.831,0.49700000000000005,0.628,0.49,0.41200000000000003
sample_1305,0.141,0.214,0.6759999999999999,0.828,0.498,0.654,0.40399999999999997,0.379
sample_1306,0.141,0.226,0.6609999999999999,0.8290000000000001,0.5,0.655,0.508,0.405
sample_1307,0.141,0.215,0.7240000000000001,0.8220000000000001,0.501,0.649,0.496,0.424
sample_1308,0.141,0.207,0.675,0.8220000000000001,0.503,0.645,0.499,0.423
sample_1309,0.141,0.23199999999999998,0.6459999999999999,0.835,0.504,0.619,0.42,0.374
sample_1310,0.141,0.196,0.6559999999999999,0.797,0.506,0.593,0.429,0.349
sample_1311,0.10400000000000001,0.161,0.66,0.82,0.507,0.5539999999999999,0.381,0.33799999999999997
sample_1312,0.10400000000000001,0.125,0.7,0.831,0.509,0.495,0.38,0.28600000000000003
sample_1313,0.10400000000000001,0.10099999999999999,0.6940000000000001,0.828,0.51,0.435,0.402,0.28600000000000003
sample_1314,0.10400000000000001,0.0851,0.6759999999999999,0.779,0.512,0.37799999999999995,0.387,0.32799999999999996
sample_1315,0.10400000000000001,0.0689,0.6659999999999999,0.765,0.513,0.381,0.419,0.355
sample_1316,0.10400000000000001,0.0735,0.684,0.7490000000000001,0.515,0.384,0.447,0.35700000000000004
sample_1317,0.10400000000000001,0.0902,0.6890000000000001,0.748,0.516,0.387,0.431,0.35
sample_1318,0.10400000000000001,0.107,0.679,0.7509999999999999,0.518,0.39,0.431,0.344
sample_1319,0.10400000000000001,0.124,0.679,0.753,0.519,0.41,0.405,0.35200000000000004
sample_1320,0.10400000000000001,0.14,0.662,0.754,0.521,0.45799999999999996,0.451,0.39299999999999996
sample_1321,0.22,0.20199999999999999,0.687,0.679,0.522,0.537,0.555,0.467
sample_1322,0.22,0.27399999999999997,0.67,0.67,0.524,0.648,0.6759999999999999,0.616
sample_1323,0.22,0.341,0.657,0.728,0.525,0.725,0.708,0.6659999999999999
sample_1324,0.22,0.406,0.665,0.727,0.40299999999999997,0.7440000000000001,0.7120000000000001,0.657
sample_1325,0.22,0.47100000000000003,0.68,0.718,0.386,0.764,0.6920000000000001,0.6659999999999999
sample_1326,0.22,0.526,0.6970000000000001,0.722,0.368,0.7829999999999999,0.733,0.687
sample_1327,0.22,0.5760000000000001,0.706,0.738,0.35100000000000003,0.802,0.7190000000000001,0.693
sample_1328,0.22,0.625,0.7,0.779,0.33399999999999996,0.8140000000000001,0.733,0.695
sample_1329,0.22,0.67,0.706,0.7759999999999999,0.317,0.8190000000000001,0.75,0.693
sample_1330,0.22,0.7090000000000001,0.68,0.772,0.3,0.821,0.738,0.6970000000000001
sample_1331,0.326,0.748,0.679,0.775,0.294,0.823,0.6859999999999999,0.672
sample_1332,0.326,0.782,0.6629999999999999,0.7809999999999999,0.293,0.8109999999999999,0.648,0.621
sample_1333,0.326,0.782,0.664,0.782,0.293,0.7859999999999999,0.603,0.591
sample_1334,0.326,0.782,0.7,0.7759999999999999,0.293,0.778,0.596,0.57
sample_1335,0.326,0.782,0.71,0.774,0.293,0.7859999999999999,0.626,0.573
sample_1336,0.326,0.782,0.705,0.7959999999999999,0.293,0.794,0.677,0.618
sample_1337,0.326,0.813,0.7,0.823,0.293,0.8009999999999999,0.6940000000000001,0.654
sample_1338,0.326,0.7809999999999999,0.7090000000000001,0.825,0.293,0.809,0.7290000000000001,0.695
sample_1339,0.326,0.78,0.68,0.89,0.293,0.8140000000000001,0.713,0.68
sample_1340,0.326,0.778,0.6629999999999999,0.9079999999999999,0.293,0.773,0.637,0.598
sample_1341,0.131,0.736,0.6890000000000001,0.903,0.292,0.731,0.574,0.508
sample_1342,0.131,0.684,0.6990000000000001,0.903,0.292,0.7140000000000001,0.534,0.495
sample_1343,0.131,0.631,0.693,0.899,0.292,0.7090000000000001,0.52,0.462
sample_1344,0.131,0.579,0.6729999999999999,0.898,0.292,0.703,0.516,0.452
sample_1345,0.131,0.526,0.687,0.9620000000000001,0.292,0.6970000000000001,0.485,0.45
sample_1346,0.131,0.474,0.654,0.953,0.292,0.6509999999999999,0.364,0.326
sample_1347,0.131,0.365,0.647,0.948,0.292,0.589,0.221,0.20600000000000002
sample_1348,0.131,0.24100000000000002,0.664,0.922,0.292,0.526,0.18100000000000002,0.15
sample_1349,0.131,0.235,0.667,0.7929999999999999,0.292,0.46399999999999997,0.179,0.134
sample_1350,0.131,0.233,0.634,0.752,0.29100000000000004,0.409,0.215,0.157
sample_1351,0.0202,0.231,0.638,0.643,0.29100000000000004,0.359,0.239,0.20600000000000002
sample_1352,0.0202,0.22899999999999998,0.645,0.631,0.29100000000000004,0.358,0.297,0.263
sample_1353,0.0202,0.22699999999999998,0.647,0.529,0.29100000000000004,0.35700000000000004,0.335,0.292
sample_1354,0.0202,0.225,0.648,0.498,0.29100000000000004,0.41,0.406,0.358
sample_1355,0.0202,0.231,0.642,0.502,0.29100000000000004,0.469,0.43799999999999994,0.42
sample_1356,0.0202,0.23800000000000002,0.679,0.49700000000000005,0.29100000000000004,0.47600000000000003,0.434,0.42
sample_1357,0.0202,0.24600000000000002,0.695,0.501,0.29100000000000004,0.48200000000000004,0.41,0.37200000000000005
sample_1358,0.0202,0.254,0.6990000000000001,0.502,0.29100000000000004,0.489,0.43799999999999994,0.387
sample_1359,0.0202,0.262,0.657,0.5,0.29100000000000004,0.496,0.43799999999999994,0.409
sample_1360,0.0202,0.26899999999999996,0.657,0.499,0.29,0.502,0.431,0.409
sample_1361,0.253,0.27699999999999997,0.665,0.503,0.29,0.509,0.431,0.40299999999999997
sample_1362,0.253,0.285,0.6679999999999999,0.508,0.29,0.5,0.405,0.361
sample_1363,0.253,0.293,0.672,0.5,0.29,0.489,0.42200000000000004,0.373
sample_1364,0.253,0.3,0.693,0.502,0.29,0.496,0.40700000000000003,0.382
sample_1365,0.253,0.308,0.67,0.5,0.29,0.517,0.435,0.409
sample_1366,0.253,0.316,0.688,0.498,0.29,0.5379999999999999,0.46,0.426
sample_1367,0.253,0.325,0.667,0.49700000000000005,0.29,0.56,0.449,0.414
sample_1368,0.253,0.336,0.677,0.503,0.29,0.581,0.475,0.442
sample_1369,0.253,0.348,0.6890000000000001,0.504,0.289,0.602,0.452,0.414
sample_1370,0.253,0.36,0.6920000000000001,0.5,0.289,0.624,0.498,0.455
sample_1371,0.491,0.37200000000000005,0.6970000000000001,0.507,0.319,0.6459999999999999,0.53,0.49200000000000005
sample_1372,0.491,0.384,0.6970000000000001,0.529,0.366,0.6709999999999999,0.546,0.513
sample_1373,0.491,0.396,0.6920000000000001,0.574,0.368,0.6659999999999999,0.534,0.479
sample_1374,0.491,0.39799999999999996,0.664,0.596,0.36700000000000005,0.648,0.48200000000000004,0.447
sample_1375,0.491,0.39,0.6579999999999999,0.602,0.36700000000000005,0.63,0.43700000000000006,0.402
sample_1376,0.491,0.381,0.6559999999999999,0.608,0.366,0.615,0.396,0.36200000000000004
sample_1377,0.491,0.373,0.6890000000000001,0.605,0.366,0.601,0.41700000000000004,0.36200000000000004
sample_1378,0.491,0.364,0.696,0.6,0.366,0.593,0.456,0.375
sample_1379,0.491,0.35600000000000004,0.6759999999999999,0.602,0.365,0.606,0.475,0.434
sample_1380,0.491,0.34700000000000003,0.67,0.605,0.365,0.62,0.489,0.435
sample_1381,0.419,0.33899999999999997,0.6609999999999999,0.599,0.365,0.633,0.444,0.436
sample_1382,0.419,0.33,0.67,0.604,0.364,0.629,0.45299999999999996,0.43200000000000005
sample_1383,0.419,0.322,0.675,0.633,0.364,0.623,0.444,0.415
sample_1384,0.419,0.327,0.6809999999999999,0.625,0.364,0.616,0.44799999999999995,0.402
sample_1385,0.419,0.33399999999999996,0.6729999999999999,0.63,0.363,0.61,0.445,0.426
sample_1386,0.419,0.34,0.6709999999999999,0.625,0.363,0.603,0.446,0.4
sample_1387,0.419,0.34600000000000003,0.6659999999999999,0.628,0.36200000000000004,0.597,0.423,0.39799999999999996
sample_1388,0.419,0.35200000000000004,0.6759999999999999,0.625,0.36200000000000004,0.59,0.42700000000000005,0.39299999999999996
sample_1389,0.419,0.358,0.6809999999999999,0.631,0.36200000000000004,0.593,0.41700000000000004,0.39399999999999996
sample_1390,0.419,0.364,0.7020000000000001,0.63,0.361,0.599,0.456,0.395
sample_1391,0.349,0.371,0.7090000000000001,0.624,0.361,0.611,0.5329999999999999,0.45899999999999996
sample_1392,0.349,0.377,0.6859999999999999,0.624,0.361,0.645,0.528,0.48200000000000004
sample_1393,0.349,0.381,0.6809999999999999,0.632,0.36,0.68,0.534,0.509
sample_1394,0.349,0.37,0.6679999999999999,0.701,0.36,0.6709999999999999,0.536,0.505
sample_1395,0.349,0.359,0.6859999999999999,0.718,0.359,0.657,0.505,0.47200000000000003
sample_1396,0.349,0.348,0.705,0.8,0.359,0.64,0.466,0.41700000000000004
sample_1397,0.349,0.33799999999999997,0.716,0.7929999999999999,0.359,0.613,0.38799999999999996,0.348
sample_1398,0.349,0.327,0.703,0.795,0.358,0.596,0.426,0.37799999999999995
sample_1399,0.349,0.316,0.693,0.805,0.358,0.589,0.44799999999999995,0.37799999999999995
sample_1400,0.349,0.305,0.7140000000000001,0.879,0.358,0.5820000000000001,0.451,0.37799999999999995
sample_1401,0.3,0.295,0.722,0.878,0.35700000000000004,0.562,0.40399999999999997,0.37799999999999995
sample_1402,0.3,0.284,0.698,0.815,0.40399999999999997,0.52,0.371,0.332
sample_1403,0.3,0.273,0.633,0.754,0.46399999999999997,0.507,0.38299999999999995,0.332
sample_1404,0.3,0.262,0.65,0.8140000000000001,0.501,0.507,0.42100000000000004,0.382
sample_1405,0.3,0.251,0.6559999999999999,0.8190000000000001,0.51,0.466,0.37200000000000005,0.319
sample_1406,0.3,0.24100000000000002,0.6890000000000001,0.815,0.52,0.45799999999999996,0.37799999999999995,0.32
sample_1407,0.3,0.239,0.7120000000000001,0.81,0.53,0.455,0.435,0.361
sample_1408,0.3,0.242,0.6970000000000001,0.809,0.54,0.47700000000000004,0.46,0.376
sample_1409,0.3,0.245,0.732,0.938,0.552,0.49700000000000005,0.469,0.41
sample_1410,0.3,0.249,0.73,0.9359999999999999,0.565,0.486,0.45299999999999996,0.369
sample_1411,0.325,0.252,0.688,0.9309999999999999,0.5770000000000001,0.498,0.43799999999999994,0.369
sample_1412,0.325,0.25,0.652,0.9279999999999999,0.589,0.51,0.435,0.377
sample_1413,0.325,0.247,0.636,0.9259999999999999,0.601,0.522,0.42100000000000004,0.366
sample_1414,0.325,0.244,0.6459999999999999,0.9359999999999999,0.613,0.5329999999999999,0.44799999999999995,0.384
sample_1415,0.325,0.24100000000000002,0.623,0.9229999999999999,0.625,0.545,0.441,0.39399999999999996
sample_1416,0.325,0.23800000000000002,0.633,0.9309999999999999,0.637,0.557,0.441,0.375
sample_1417,0.325,0.235,0.6729999999999999,0.9279999999999999,0.6409999999999999,0.569,0.44299999999999995,0.373
sample_1418,0.325,0.23199999999999998,0.688,0.9309999999999999,0.642,0.581,0.441,0.371
sample_1419,0.325,0.22899999999999998,0.684,0.94,0.643,0.579,0.445,0.373
sample_1420,0.325,0.226,0.6609999999999999,0.9420000000000001,0.644,0.575,0.39899999999999997,0.36
sample_1421,0.382,0.223,0.652,0.941,0.645,0.5720000000000001,0.43700000000000006,0.35600000000000004
sample_1422,0.382,0.22399999999999998,0.652,0.927,0.647,0.568,0.433,0.38
sample_1423,0.382,0.252,0.648,0.932,0.648,0.5589999999999999,0.44299999999999995,0.384
sample_1424,0.382,0.281,0.6509999999999999,0.932,0.649,0.5539999999999999,0.43799999999999994,0.386
sample_1425,0.382,0.309,0.586,0.695,0.65,0.595,0.469,0.413
sample_1426,0.382,0.337,0.608,0.7020000000000001,0.598,0.682,0.588,0.527
sample_1427,0.382,0.36200000000000004,0.657,0.705,0.524,0.711,0.607,0.556
sample_1428,0.382,0.366,0.636,0.71,0.521,0.715,0.563,0.529
sample_1429,0.382,0.369,0.64,0.7120000000000001,0.519,0.7140000000000001,0.509,0.494
sample_1430,0.382,0.373,0.6709999999999999,0.7,0.516,0.713,0.498,0.45299999999999996
sample_1431,0.307,0.376,0.6759999999999999,0.705,0.513,0.713,0.508,0.46
sample_1432,0.307,0.379,0.685,0.708,0.511,0.7120000000000001,0.49,0.451
sample_1433,0.307,0.38299999999999995,0.657,0.691,0.508,0.713,0.511,0.456
sample_1434,0.307,0.386,0.6679999999999999,0.6940000000000001,0.505,0.7140000000000001,0.479,0.45399999999999996
sample_1435,0.307,0.39,0.679,0.696,0.502,0.716,0.541,0.47600000000000003
sample_1436,0.307,0.39299999999999996,0.653,0.701,0.5,0.7170000000000001,0.535,0.499
sample_1437,0.307,0.396,0.6679999999999999,0.6970000000000001,0.49700000000000005,0.718,0.521,0.49200000000000005
sample_1438,0.307,0.4,0.6629999999999999,0.691,0.494,0.7190000000000001,0.529,0.466
sample_1439,0.307,0.40299999999999997,0.665,0.701,0.491,0.721,0.506,0.462
sample_1440,0.307,0.40700000000000003,0.67,0.695,0.489,0.722,0.5,0.467
sample_1441,0.21,0.41,0.657,0.711,0.486,0.722,0.494,0.469
sample_1442,0.21,0.414,0.691,0.698,0.483,0.722,0.511,0.46399999999999997
sample_1443,0.21,0.41700000000000004,0.657,0.698,0.48100000000000004,0.721,0.5329999999999999,0.48
sample_1444,0.21,0.42,0.6659999999999999,0.695,0.478,0.721,0.479,0.45299999999999996
sample_1445,0.21,0.424,0.6709999999999999,0.701,0.475,0.721,0.499,0.462
sample_1446,0.21,0.42700000000000005,0.675,0.693,0.473,0.72,0.48,0.445
sample_1447,0.21,0.431,0.6829999999999999,0.698,0.47,0.72,0.491,0.467
sample_1448,0.21,0.434,0.66,0.6990000000000001,0.46799999999999997,0.7190000000000001,0.496,0.467
sample_1449,0.21,0.43700000000000006,0.665,0.698,0.466,0.7190000000000001,0.506,0.467
sample_1450,0.21,0.423,0.705,0.825,0.46399999999999997,0.679,0.45299999999999996,0.41200000000000003
sample_1451,0.145,0.39899999999999997,0.6890000000000001,0.8140000000000001,0.461,0.662,0.409,0.373
sample_1452,0.145,0.375,0.6709999999999999,0.809,0.45899999999999996,0.659,0.395,0.371
sample_1453,0.145,0.35100000000000003,0.6629999999999999,0.8029999999999999,0.457,0.655,0.457,0.386
sample_1454,0.145,0.344,0.68,0.812,0.455,0.6509999999999999,0.469,0.423
sample_1455,0.145,0.35600000000000004,0.6829999999999999,0.81,0.45299999999999996,0.652,0.461,0.414
sample_1456,0.145,0.369,0.6679999999999999,0.812,0.45,0.6559999999999999,0.452,0.38
sample_1457,0.145,0.382,0.6759999999999999,0.8109999999999999,0.44799999999999995,0.662,0.42700000000000005,0.387
sample_1458,0.145,0.33,0.665,0.812,0.446,0.6609999999999999,0.43,0.391
sample_1459,0.145,0.319,0.674,0.812,0.444,0.6609999999999999,0.439,0.395
sample_1460,0.145,0.31,0.685,0.816,0.441,0.66,0.433,0.4
sample_1461,0.115,0.314,0.662,0.81,0.439,0.66,0.425,0.40299999999999997
sample_1462,0.115,0.317,0.68,0.8009999999999999,0.43700000000000006,0.659,0.428,0.40700000000000003
sample_1463,0.115,0.321,0.682,0.795,0.435,0.659,0.469,0.41700000000000004
sample_1464,0.115,0.325,0.653,0.8109999999999999,0.43200000000000005,0.6659999999999999,0.462,0.41700000000000004
sample_1465,0.115,0.32899999999999996,0.657,0.809,0.43,0.674,0.461,0.415
sample_1466,0.115,0.33299999999999996,0.645,0.758,0.428,0.6809999999999999,0.462,0.413
sample_1467,0.115,0.336,0.6629999999999999,0.757,0.426,0.685,0.46299999999999997,0.434
sample_1468,0.115,0.34,0.674,0.75,0.423,0.6829999999999999,0.505,0.447
sample_1469,0.115,0.344,0.664,0.754,0.42100000000000004,0.6809999999999999,0.5,0.451
