,y1,x1,x2,x3,x4,x5
sample_5854,0.0838,0.855,0.887,0.392,0.72,0.7
sample_5855,0.0838,0.857,0.8909999999999999,0.395,0.726,0.6990000000000001
sample_5856,0.0838,0.857,0.9159999999999999,0.401,0.764,0.693
sample_5857,0.0838,0.857,0.9159999999999999,0.395,0.7390000000000001,0.695
sample_5858,0.0838,0.853,0.907,0.387,0.76,0.698
sample_5859,0.0838,0.847,0.909,0.39,0.765,0.7
sample_5860,0.0838,0.8490000000000001,0.9,0.386,0.731,0.7020000000000001
sample_5861,0.0811,0.85,0.8859999999999999,0.377,0.731,0.708
sample_5862,0.0811,0.846,0.893,0.374,0.72,0.706
sample_5863,0.0811,0.848,0.912,0.369,0.74,0.6990000000000001
sample_5864,0.0811,0.858,0.915,0.364,0.721,0.6940000000000001
sample_5865,0.0811,0.863,0.9059999999999999,0.361,0.715,0.695
sample_5866,0.0811,0.86,0.9129999999999999,0.359,0.722,0.696
sample_5867,0.0811,0.856,0.909,0.36700000000000005,0.7440000000000001,0.6990000000000001
sample_5868,0.0811,0.853,0.9079999999999999,0.375,0.795,0.701
sample_5869,0.0811,0.8540000000000001,0.902,0.365,0.753,0.7
sample_5870,0.0811,0.8540000000000001,0.888,0.35700000000000004,0.722,0.6970000000000001
sample_5871,0.0811,0.85,0.885,0.355,0.7170000000000001,0.703
sample_5872,0.0811,0.851,0.894,0.35,0.72,0.7020000000000001
sample_5873,0.0811,0.855,0.895,0.35600000000000004,0.738,0.698
sample_5874,0.0811,0.853,0.889,0.355,0.7340000000000001,0.7020000000000001
sample_5875,0.0811,0.85,0.902,0.34700000000000003,0.735,0.7020000000000001
sample_5876,0.0811,0.855,0.9009999999999999,0.354,0.7120000000000001,0.6990000000000001
sample_5877,0.0811,0.86,0.899,0.36200000000000004,0.7140000000000001,0.696
sample_5878,0.0811,0.857,0.902,0.354,0.745,0.7020000000000001
sample_5879,0.0811,0.853,0.894,0.349,0.738,0.7040000000000001
sample_5880,0.0811,0.852,0.8909999999999999,0.354,0.741,0.7020000000000001
sample_5881,0.0802,0.851,0.887,0.353,0.732,0.705
sample_5882,0.0802,0.852,0.89,0.344,0.731,0.701
sample_5883,0.0802,0.856,0.892,0.336,0.737,0.705
sample_5884,0.0802,0.861,0.89,0.33799999999999997,0.727,0.7070000000000001
sample_5885,0.0802,0.865,0.892,0.345,0.738,0.7040000000000001
sample_5886,0.0802,0.867,0.892,0.341,0.732,0.701
sample_5887,0.0802,0.87,0.9,0.34700000000000003,0.7290000000000001,0.69
sample_5888,0.0802,0.87,0.9009999999999999,0.354,0.743,0.69
sample_5889,0.0802,0.865,0.9129999999999999,0.35700000000000004,0.726,0.693
sample_5890,0.0802,0.86,0.895,0.368,0.7170000000000001,0.6970000000000001
sample_5891,0.0802,0.857,0.8909999999999999,0.37,0.706,0.696
sample_5892,0.0802,0.862,0.904,0.36700000000000005,0.688,0.696
sample_5893,0.0802,0.867,0.903,0.364,0.742,0.693
sample_5894,0.0802,0.8690000000000001,0.897,0.366,0.7559999999999999,0.6970000000000001
sample_5895,0.0802,0.872,0.9,0.364,0.733,0.7020000000000001
sample_5896,0.0802,0.878,0.9009999999999999,0.368,0.7340000000000001,0.7
sample_5897,0.0802,0.884,0.888,0.37799999999999995,0.7290000000000001,0.7
sample_5898,0.0802,0.8809999999999999,0.894,0.381,0.727,0.6970000000000001
sample_5899,0.0802,0.878,0.91,0.389,0.718,0.693
sample_5900,0.0802,0.8740000000000001,0.897,0.402,0.721,0.6990000000000001
sample_5901,0.092,0.87,0.887,0.409,0.738,0.7040000000000001
sample_5902,0.092,0.866,0.9059999999999999,0.40399999999999997,0.759,0.6970000000000001
sample_5903,0.092,0.8640000000000001,0.895,0.41,0.74,0.701
sample_5904,0.092,0.866,0.895,0.41600000000000004,0.74,0.7040000000000001
sample_5905,0.092,0.867,0.895,0.41200000000000003,0.7440000000000001,0.706
sample_5906,0.092,0.872,0.889,0.41200000000000003,0.723,0.705
sample_5907,0.092,0.878,0.9059999999999999,0.41200000000000003,0.723,0.698
sample_5908,0.092,0.8809999999999999,0.89,0.40700000000000003,0.727,0.708
sample_5909,0.092,0.879,0.883,0.405,0.7090000000000001,0.7090000000000001
sample_5910,0.092,0.875,0.903,0.415,0.713,0.6940000000000001
sample_5911,0.092,0.87,0.905,0.42200000000000004,0.715,0.6940000000000001
sample_5912,0.092,0.8690000000000001,0.898,0.426,0.727,0.7
sample_5913,0.092,0.872,0.9,0.428,0.7390000000000001,0.696
sample_5914,0.092,0.875,0.897,0.426,0.722,0.695
sample_5915,0.092,0.873,0.893,0.428,0.725,0.7
sample_5916,0.092,0.867,0.892,0.43200000000000005,0.731,0.698
sample_5917,0.092,0.865,0.903,0.434,0.7290000000000001,0.6940000000000001
sample_5918,0.092,0.868,0.905,0.434,0.733,0.693
sample_5919,0.092,0.8640000000000001,0.897,0.43799999999999994,0.725,0.696
sample_5920,0.092,0.8590000000000001,0.898,0.436,0.754,0.6990000000000001
sample_5921,0.067,0.867,0.892,0.433,0.769,0.698
sample_5922,0.067,0.8759999999999999,0.9059999999999999,0.429,0.737,0.693
sample_5923,0.067,0.875,0.917,0.425,0.743,0.6920000000000001
sample_5924,0.067,0.875,0.897,0.43799999999999994,0.741,0.698
sample_5925,0.067,0.88,0.89,0.45,0.738,0.6970000000000001
sample_5926,0.067,0.88,0.903,0.45399999999999996,0.726,0.695
sample_5927,0.067,0.8740000000000001,0.9079999999999999,0.452,0.7040000000000001,0.696
sample_5928,0.067,0.8690000000000001,0.915,0.45399999999999996,0.7170000000000001,0.6940000000000001
sample_5929,0.067,0.871,0.917,0.45299999999999996,0.716,0.698
sample_5930,0.067,0.872,0.9079999999999999,0.445,0.7190000000000001,0.7020000000000001
sample_5931,0.067,0.875,0.8959999999999999,0.44,0.727,0.7020000000000001
sample_5932,0.067,0.8759999999999999,0.902,0.444,0.736,0.695
sample_5933,0.067,0.872,0.902,0.45,0.733,0.696
sample_5934,0.067,0.868,0.8959999999999999,0.446,0.732,0.7020000000000001
sample_5935,0.067,0.865,0.892,0.441,0.748,0.708
sample_5936,0.067,0.8640000000000001,0.8809999999999999,0.44,0.759,0.711
sample_5937,0.067,0.86,0.8959999999999999,0.439,0.752,0.7
sample_5938,0.067,0.856,0.898,0.434,0.7390000000000001,0.7
sample_5939,0.067,0.858,0.8909999999999999,0.428,0.736,0.703
sample_5940,0.067,0.857,0.899,0.424,0.725,0.703
sample_5941,0.085,0.853,0.9009999999999999,0.42100000000000004,0.721,0.705
sample_5942,0.085,0.8490000000000001,0.8959999999999999,0.42,0.7170000000000001,0.7020000000000001
sample_5943,0.085,0.848,0.897,0.41600000000000004,0.7020000000000001,0.7
sample_5944,0.085,0.847,0.917,0.41,0.7070000000000001,0.695
sample_5945,0.085,0.847,0.9159999999999999,0.40299999999999997,0.715,0.695
sample_5946,0.085,0.847,0.897,0.39799999999999996,0.737,0.705
sample_5947,0.085,0.8440000000000001,0.885,0.396,0.755,0.71
sample_5948,0.085,0.8340000000000001,0.902,0.39299999999999996,0.743,0.7020000000000001
sample_5949,0.085,0.82,0.9129999999999999,0.392,0.732,0.698
sample_5950,0.085,0.807,0.902,0.39299999999999996,0.732,0.6990000000000001
sample_5951,0.085,0.794,0.898,0.386,0.722,0.6970000000000001
sample_5952,0.085,0.7829999999999999,0.914,0.361,0.71,0.703
sample_5953,0.085,0.784,0.9209999999999999,0.33299999999999996,0.7240000000000001,0.7070000000000001
sample_5954,0.085,0.7929999999999999,0.917,0.319,0.728,0.693
sample_5955,0.085,0.8029999999999999,0.9159999999999999,0.299,0.727,0.6890000000000001
sample_5956,0.085,0.813,0.912,0.303,0.706,0.691
sample_5957,0.085,0.821,0.902,0.315,0.708,0.6940000000000001
sample_5958,0.085,0.83,0.91,0.313,0.713,0.693
sample_5959,0.085,0.845,0.915,0.321,0.71,0.688
sample_5960,0.085,0.855,0.892,0.331,0.7340000000000001,0.6940000000000001
sample_5961,0.0672,0.855,0.887,0.33899999999999997,0.758,0.6990000000000001
sample_5962,0.0672,0.853,0.8909999999999999,0.344,0.76,0.703
sample_5963,0.0672,0.845,0.888,0.35,0.7490000000000001,0.703
sample_5964,0.0672,0.836,0.894,0.363,0.737,0.6970000000000001
sample_5965,0.0672,0.826,0.904,0.366,0.738,0.6970000000000001
sample_5966,0.0672,0.816,0.902,0.36700000000000005,0.7340000000000001,0.6990000000000001
sample_5967,0.0672,0.8109999999999999,0.895,0.354,0.721,0.703
sample_5968,0.0672,0.805,0.9109999999999999,0.335,0.736,0.7
sample_5969,0.0672,0.8029999999999999,0.912,0.327,0.741,0.7
sample_5970,0.0672,0.8079999999999999,0.903,0.321,0.736,0.706
sample_5971,0.0672,0.812,0.897,0.318,0.74,0.7040000000000001
sample_5972,0.0672,0.8109999999999999,0.909,0.31,0.746,0.7020000000000001
sample_5973,0.0672,0.812,0.91,0.298,0.72,0.7020000000000001
sample_5974,0.0672,0.8190000000000001,0.893,0.302,0.691,0.703
sample_5975,0.0672,0.818,0.892,0.31,0.73,0.698
sample_5976,0.0672,0.8170000000000001,0.902,0.307,0.743,0.696
sample_5977,0.0672,0.8220000000000001,0.898,0.311,0.7140000000000001,0.703
sample_5978,0.0672,0.8270000000000001,0.9,0.319,0.708,0.698
sample_5979,0.0672,0.833,0.893,0.331,0.721,0.6920000000000001
sample_5980,0.0672,0.8370000000000001,0.879,0.335,0.738,0.6990000000000001
sample_5981,0.0979,0.8370000000000001,0.887,0.33799999999999997,0.7440000000000001,0.7
sample_5982,0.0979,0.84,0.9,0.349,0.741,0.693
sample_5983,0.0979,0.8420000000000001,0.912,0.35200000000000004,0.733,0.69
sample_5984,0.0979,0.841,0.9129999999999999,0.36200000000000004,0.727,0.691
sample_5985,0.0979,0.841,0.894,0.366,0.741,0.6970000000000001
sample_5986,0.0979,0.835,0.882,0.364,0.74,0.6990000000000001
sample_5987,0.0979,0.8270000000000001,0.895,0.36200000000000004,0.7390000000000001,0.6990000000000001
sample_5988,0.0979,0.828,0.91,0.363,0.716,0.6920000000000001
sample_5989,0.0979,0.8320000000000001,0.9,0.36,0.7020000000000001,0.6890000000000001
sample_5990,0.0979,0.8290000000000001,0.895,0.354,0.718,0.6940000000000001
sample_5991,0.0979,0.835,0.902,0.354,0.722,0.6970000000000001
sample_5992,0.0979,0.841,0.897,0.358,0.721,0.701
sample_5993,0.0979,0.8370000000000001,0.894,0.368,0.728,0.6990000000000001
sample_5994,0.0979,0.831,0.8959999999999999,0.376,0.74,0.698
sample_5995,0.0979,0.8320000000000001,0.897,0.379,0.741,0.698
sample_5996,0.0979,0.833,0.909,0.37200000000000005,0.733,0.698
sample_5997,0.0979,0.831,0.9059999999999999,0.366,0.722,0.7
sample_5998,0.0979,0.8320000000000001,0.902,0.36200000000000004,0.7190000000000001,0.6970000000000001
sample_5999,0.0979,0.8340000000000001,0.909,0.361,0.7240000000000001,0.6940000000000001
sample_6000,0.0979,0.831,0.902,0.364,0.723,0.7020000000000001
sample_6001,0.10400000000000001,0.833,0.904,0.36700000000000005,0.706,0.703
sample_6002,0.10400000000000001,0.8390000000000001,0.905,0.36700000000000005,0.71,0.7020000000000001
sample_6003,0.10400000000000001,0.8440000000000001,0.902,0.371,0.715,0.7
sample_6004,0.10400000000000001,0.848,0.9009999999999999,0.376,0.723,0.698
sample_6005,0.10400000000000001,0.8490000000000001,0.8859999999999999,0.375,0.73,0.7
sample_6006,0.10400000000000001,0.846,0.879,0.37,0.723,0.705
sample_6007,0.10400000000000001,0.8420000000000001,0.892,0.379,0.743,0.703
sample_6008,0.10400000000000001,0.843,0.907,0.39,0.737,0.695
sample_6009,0.10400000000000001,0.846,0.9009999999999999,0.387,0.73,0.6970000000000001
sample_6010,0.10400000000000001,0.848,0.903,0.381,0.728,0.6970000000000001
sample_6011,0.10400000000000001,0.848,0.909,0.385,0.7240000000000001,0.6920000000000001
sample_6012,0.10400000000000001,0.85,0.898,0.39299999999999996,0.74,0.695
sample_6013,0.10400000000000001,0.85,0.9,0.39799999999999996,0.7340000000000001,0.698
sample_6014,0.10400000000000001,0.847,0.8959999999999999,0.405,0.742,0.7
sample_6015,0.10400000000000001,0.841,0.895,0.406,0.748,0.7
sample_6016,0.10400000000000001,0.8320000000000001,0.9,0.40299999999999997,0.737,0.6990000000000001
sample_6017,0.10400000000000001,0.8240000000000001,0.902,0.396,0.735,0.6990000000000001
sample_6018,0.10400000000000001,0.816,0.895,0.38799999999999996,0.728,0.705
sample_6019,0.10400000000000001,0.812,0.893,0.377,0.727,0.7090000000000001
sample_6020,0.10400000000000001,0.8140000000000001,0.899,0.37,0.711,0.7070000000000001
sample_6021,0.0481,0.816,0.9,0.366,0.7,0.705
sample_6022,0.0481,0.813,0.8959999999999999,0.361,0.728,0.7020000000000001
sample_6023,0.0481,0.812,0.897,0.35200000000000004,0.745,0.7
sample_6024,0.0481,0.815,0.9009999999999999,0.345,0.747,0.703
sample_6025,0.0481,0.818,0.899,0.348,0.75,0.7040000000000001
sample_6026,0.0481,0.8190000000000001,0.887,0.349,0.752,0.705
sample_6027,0.0481,0.8170000000000001,0.887,0.35200000000000004,0.721,0.705
sample_6028,0.0481,0.8170000000000001,0.905,0.359,0.71,0.6970000000000001
sample_6029,0.0481,0.818,0.905,0.364,0.733,0.696
sample_6030,0.0481,0.818,0.893,0.37,0.74,0.6970000000000001
sample_6031,0.0481,0.818,0.889,0.379,0.7290000000000001,0.698
sample_6032,0.0481,0.8190000000000001,0.899,0.389,0.7040000000000001,0.695
sample_6033,0.0481,0.823,0.892,0.391,0.731,0.6970000000000001
sample_6034,0.0481,0.823,0.9,0.39299999999999996,0.735,0.6990000000000001
sample_6035,0.0481,0.823,0.904,0.40299999999999997,0.7140000000000001,0.695
sample_6036,0.0481,0.825,0.892,0.415,0.725,0.691
sample_6037,0.0481,0.83,0.884,0.43,0.733,0.6920000000000001
sample_6038,0.0481,0.831,0.895,0.44799999999999995,0.711,0.6920000000000001
sample_6039,0.0481,0.826,0.902,0.47700000000000004,0.721,0.684
sample_6040,0.0481,0.8220000000000001,0.898,0.503,0.731,0.6890000000000001
sample_6041,0.306,0.8170000000000001,0.907,0.507,0.7240000000000001,0.698
sample_6042,0.306,0.815,0.903,0.528,0.725,0.6940000000000001
sample_6043,0.306,0.82,0.8909999999999999,0.5379999999999999,0.72,0.7
sample_6044,0.306,0.826,0.8859999999999999,0.535,0.735,0.7
sample_6045,0.306,0.826,0.898,0.546,0.743,0.691
sample_6046,0.306,0.825,0.902,0.5589999999999999,0.7090000000000001,0.693
sample_6047,0.306,0.8240000000000001,0.9009999999999999,0.563,0.696,0.696
sample_6048,0.306,0.825,0.894,0.569,0.706,0.698
sample_6049,0.306,0.828,0.887,0.5720000000000001,0.7340000000000001,0.6970000000000001
sample_6050,0.306,0.83,0.893,0.578,0.7709999999999999,0.695
sample_6051,0.306,0.826,0.9009999999999999,0.5820000000000001,0.757,0.6940000000000001
sample_6052,0.306,0.823,0.8959999999999999,0.5820000000000001,0.7170000000000001,0.7
sample_6053,0.306,0.8270000000000001,0.8959999999999999,0.583,0.7120000000000001,0.706
sample_6054,0.306,0.8290000000000001,0.9059999999999999,0.575,0.705,0.708
sample_6055,0.306,0.8290000000000001,0.9059999999999999,0.579,0.7240000000000001,0.7
sample_6056,0.306,0.828,0.898,0.58,0.733,0.701
sample_6057,0.306,0.825,0.897,0.5660000000000001,0.7440000000000001,0.7040000000000001
sample_6058,0.306,0.825,0.9059999999999999,0.5489999999999999,0.75,0.701
sample_6059,0.306,0.8270000000000001,0.898,0.54,0.73,0.7040000000000001
sample_6060,0.306,0.8240000000000001,0.897,0.528,0.7190000000000001,0.705
sample_6061,0.0521,0.826,0.9059999999999999,0.514,0.7390000000000001,0.706
sample_6062,0.0521,0.833,0.9009999999999999,0.502,0.7390000000000001,0.7090000000000001
sample_6063,0.0521,0.841,0.8959999999999999,0.49,0.721,0.7040000000000001
sample_6064,0.0521,0.845,0.888,0.483,0.732,0.7040000000000001
sample_6065,0.0521,0.846,0.8859999999999999,0.479,0.7240000000000001,0.703
sample_6066,0.0521,0.848,0.888,0.475,0.718,0.705
sample_6067,0.0521,0.853,0.895,0.46799999999999997,0.743,0.701
sample_6068,0.0521,0.8540000000000001,0.905,0.46799999999999997,0.745,0.6970000000000001
sample_6069,0.0521,0.851,0.8959999999999999,0.47,0.726,0.7
sample_6070,0.0521,0.846,0.883,0.46299999999999997,0.728,0.7040000000000001
sample_6071,0.0521,0.843,0.887,0.456,0.725,0.701
sample_6072,0.0521,0.8440000000000001,0.904,0.456,0.736,0.693
sample_6073,0.0521,0.847,0.8959999999999999,0.455,0.7290000000000001,0.695
sample_6074,0.0521,0.851,0.899,0.446,0.728,0.698
sample_6075,0.0521,0.852,0.898,0.439,0.736,0.701
sample_6076,0.0521,0.853,0.897,0.442,0.7290000000000001,0.6990000000000001
sample_6077,0.0521,0.857,0.907,0.445,0.735,0.695
sample_6078,0.0521,0.861,0.8959999999999999,0.445,0.733,0.701
sample_6079,0.0521,0.861,0.894,0.451,0.737,0.7
sample_6080,0.0521,0.856,0.899,0.45899999999999996,0.74,0.6970000000000001
sample_6081,0.094,0.8490000000000001,0.894,0.467,0.738,0.7
sample_6082,0.094,0.84,0.897,0.46799999999999997,0.733,0.703
sample_6083,0.094,0.83,0.9,0.45299999999999996,0.718,0.7070000000000001
sample_6084,0.094,0.826,0.9059999999999999,0.434,0.733,0.7020000000000001
sample_6085,0.094,0.8320000000000001,0.914,0.43200000000000005,0.731,0.6890000000000001
sample_6086,0.094,0.8390000000000001,0.909,0.429,0.728,0.6890000000000001
sample_6087,0.094,0.841,0.907,0.41700000000000004,0.743,0.693
sample_6088,0.094,0.8440000000000001,0.9009999999999999,0.42,0.727,0.698
sample_6089,0.094,0.8440000000000001,0.884,0.43,0.74,0.7020000000000001
sample_6090,0.094,0.8420000000000001,0.871,0.43799999999999994,0.7509999999999999,0.703
sample_6091,0.094,0.84,0.8959999999999999,0.43799999999999994,0.736,0.6940000000000001
sample_6092,0.094,0.838,0.899,0.442,0.718,0.696
sample_6093,0.094,0.835,0.887,0.441,0.696,0.7020000000000001
sample_6094,0.094,0.8340000000000001,0.9059999999999999,0.428,0.725,0.6970000000000001
sample_6095,0.094,0.838,0.8959999999999999,0.429,0.746,0.7020000000000001
sample_6096,0.094,0.8370000000000001,0.89,0.42700000000000005,0.747,0.703
sample_6097,0.094,0.835,0.894,0.425,0.735,0.701
sample_6098,0.094,0.836,0.888,0.429,0.711,0.703
sample_6099,0.094,0.836,0.885,0.42,0.735,0.703
sample_6100,0.094,0.835,0.8740000000000001,0.414,0.735,0.7070000000000001
sample_6101,0.0891,0.831,0.889,0.415,0.725,0.7
sample_6102,0.0891,0.83,0.905,0.419,0.725,0.695
sample_6103,0.0891,0.8320000000000001,0.9009999999999999,0.41700000000000004,0.7390000000000001,0.7
sample_6104,0.0891,0.8290000000000001,0.8959999999999999,0.413,0.75,0.703
sample_6105,0.0891,0.831,0.894,0.409,0.733,0.703
sample_6106,0.0891,0.8370000000000001,0.905,0.4,0.7390000000000001,0.7
sample_6107,0.0891,0.84,0.9009999999999999,0.402,0.728,0.6970000000000001
sample_6108,0.0891,0.8390000000000001,0.8909999999999999,0.415,0.727,0.698
sample_6109,0.0891,0.8390000000000001,0.893,0.418,0.741,0.6970000000000001
sample_6110,0.0891,0.8390000000000001,0.899,0.41,0.722,0.693
sample_6111,0.0891,0.838,0.89,0.409,0.728,0.6990000000000001
sample_6112,0.0891,0.843,0.893,0.41100000000000003,0.726,0.7
sample_6113,0.0891,0.852,0.9129999999999999,0.405,0.725,0.6920000000000001
sample_6114,0.0891,0.856,0.907,0.405,0.7440000000000001,0.693
sample_6115,0.0891,0.858,0.89,0.41,0.742,0.698
sample_6116,0.0891,0.861,0.893,0.418,0.74,0.7
sample_6117,0.0891,0.863,0.905,0.413,0.727,0.696
sample_6118,0.0891,0.8640000000000001,0.904,0.415,0.7340000000000001,0.695
sample_6119,0.0891,0.8640000000000001,0.902,0.419,0.726,0.6970000000000001
sample_6120,0.0891,0.8640000000000001,0.9109999999999999,0.40700000000000003,0.711,0.695
sample_6121,0.0803,0.865,0.912,0.406,0.76,0.693
sample_6122,0.0803,0.867,0.8959999999999999,0.41,0.764,0.6990000000000001
sample_6123,0.0803,0.867,0.898,0.40299999999999997,0.728,0.7
sample_6124,0.0803,0.8690000000000001,0.8959999999999999,0.40399999999999997,0.727,0.6970000000000001
sample_6125,0.0803,0.87,0.89,0.405,0.725,0.6970000000000001
sample_6126,0.0803,0.865,0.9059999999999999,0.40299999999999997,0.733,0.6920000000000001
sample_6127,0.0803,0.8590000000000001,0.9209999999999999,0.41,0.718,0.687
sample_6128,0.0803,0.858,0.9179999999999999,0.402,0.735,0.69
sample_6129,0.0803,0.856,0.912,0.391,0.7490000000000001,0.7
sample_6130,0.0803,0.85,0.902,0.392,0.738,0.705
sample_6131,0.0803,0.851,0.8959999999999999,0.39,0.72,0.705
sample_6132,0.0803,0.8490000000000001,0.903,0.384,0.6970000000000001,0.706
sample_6133,0.0803,0.85,0.9059999999999999,0.375,0.713,0.705
sample_6134,0.0803,0.858,0.897,0.369,0.73,0.703
sample_6135,0.0803,0.863,0.8859999999999999,0.366,0.74,0.7040000000000001
sample_6136,0.0803,0.86,0.899,0.373,0.752,0.701
sample_6137,0.0803,0.855,0.9059999999999999,0.38299999999999995,0.7490000000000001,0.6970000000000001
sample_6138,0.0803,0.8490000000000001,0.9009999999999999,0.391,0.737,0.6940000000000001
sample_6139,0.0803,0.848,0.8909999999999999,0.39,0.732,0.698
sample_6140,0.0803,0.847,0.8859999999999999,0.39,0.741,0.7
sample_6141,0.078,0.8420000000000001,0.902,0.391,0.726,0.6920000000000001
sample_6142,0.078,0.845,0.902,0.387,0.7040000000000001,0.6940000000000001
sample_6143,0.078,0.851,0.895,0.38,0.743,0.6970000000000001
sample_6144,0.078,0.852,0.897,0.373,0.73,0.6990000000000001
sample_6145,0.078,0.852,0.895,0.371,0.7070000000000001,0.701
sample_6146,0.078,0.852,0.893,0.374,0.722,0.7020000000000001
sample_6147,0.078,0.853,0.898,0.37200000000000005,0.7140000000000001,0.703
sample_6148,0.078,0.853,0.89,0.365,0.7240000000000001,0.708
sample_6149,0.078,0.852,0.887,0.36200000000000004,0.738,0.711
sample_6150,0.078,0.855,0.897,0.359,0.745,0.705
sample_6151,0.078,0.858,0.899,0.359,0.741,0.701
sample_6152,0.078,0.856,0.897,0.361,0.726,0.703
sample_6153,0.078,0.855,0.9079999999999999,0.364,0.726,0.696
sample_6154,0.078,0.86,0.903,0.366,0.716,0.695
sample_6155,0.078,0.862,0.894,0.36700000000000005,0.7440000000000001,0.698
sample_6156,0.078,0.866,0.898,0.37200000000000005,0.789,0.6970000000000001
sample_6157,0.078,0.868,0.8959999999999999,0.39,0.7609999999999999,0.6940000000000001
sample_6158,0.078,0.8640000000000001,0.897,0.413,0.722,0.69
sample_6159,0.078,0.858,0.9009999999999999,0.41700000000000004,0.705,0.696
sample_6160,0.078,0.855,0.882,0.419,0.7120000000000001,0.706
sample_6161,0.129,0.851,0.9059999999999999,0.423,0.747,0.6940000000000001
sample_6162,0.129,0.847,0.919,0.428,0.7440000000000001,0.691
sample_6163,0.129,0.845,0.897,0.436,0.722,0.6990000000000001
sample_6164,0.129,0.843,0.882,0.434,0.713,0.705
sample_6165,0.129,0.845,0.894,0.429,0.7240000000000001,0.6990000000000001
sample_6166,0.129,0.846,0.909,0.43700000000000006,0.733,0.693
sample_6167,0.129,0.847,0.907,0.447,0.706,0.688
sample_6168,0.129,0.847,0.899,0.45799999999999996,0.7190000000000001,0.682
sample_6169,0.129,0.841,0.898,0.462,0.747,0.6920000000000001
sample_6170,0.129,0.8320000000000001,0.9,0.469,0.741,0.6990000000000001
sample_6171,0.129,0.821,0.9,0.48100000000000004,0.727,0.696
sample_6172,0.129,0.8170000000000001,0.898,0.48200000000000004,0.735,0.698
sample_6173,0.129,0.818,0.89,0.479,0.742,0.7
sample_6174,0.129,0.8190000000000001,0.898,0.47600000000000003,0.725,0.6990000000000001
sample_6175,0.129,0.8170000000000001,0.907,0.48100000000000004,0.72,0.7
sample_6176,0.129,0.815,0.898,0.489,0.723,0.6990000000000001
sample_6177,0.129,0.81,0.8959999999999999,0.491,0.706,0.7
sample_6178,0.129,0.8079999999999999,0.9009999999999999,0.49700000000000005,0.732,0.6990000000000001
sample_6179,0.129,0.81,0.895,0.5,0.745,0.696
sample_6180,0.129,0.807,0.895,0.5,0.7340000000000001,0.696
sample_6181,0.14300000000000002,0.7979999999999999,0.898,0.512,0.723,0.698
sample_6182,0.14300000000000002,0.7959999999999999,0.899,0.524,0.7290000000000001,0.6970000000000001
sample_6183,0.14300000000000002,0.7959999999999999,0.888,0.522,0.7559999999999999,0.7
sample_6184,0.14300000000000002,0.7879999999999999,0.889,0.506,0.7440000000000001,0.7020000000000001
sample_6185,0.14300000000000002,0.779,0.899,0.496,0.755,0.706
sample_6186,0.14300000000000002,0.774,0.9009999999999999,0.49700000000000005,0.764,0.706
sample_6187,0.14300000000000002,0.773,0.904,0.498,0.753,0.6970000000000001
sample_6188,0.14300000000000002,0.777,0.897,0.493,0.742,0.698
sample_6189,0.14300000000000002,0.778,0.9,0.491,0.713,0.698
sample_6190,0.14300000000000002,0.7759999999999999,0.898,0.495,0.705,0.6990000000000001
sample_6191,0.14300000000000002,0.78,0.889,0.494,0.769,0.698
sample_6192,0.14300000000000002,0.773,0.903,0.489,0.79,0.693
sample_6193,0.14300000000000002,0.7659999999999999,0.9079999999999999,0.496,0.731,0.691
sample_6194,0.14300000000000002,0.769,0.895,0.47200000000000003,0.6920000000000001,0.701
sample_6195,0.14300000000000002,0.768,0.8959999999999999,0.414,0.708,0.7140000000000001
sample_6196,0.14300000000000002,0.765,0.9009999999999999,0.374,0.684,0.7120000000000001
sample_6197,0.14300000000000002,0.767,0.899,0.377,0.634,0.7090000000000001
sample_6198,0.14300000000000002,0.767,0.907,0.41100000000000003,0.737,0.6940000000000001
sample_6199,0.14300000000000002,0.767,0.892,0.43,0.8029999999999999,0.6920000000000001
sample_6200,0.14300000000000002,0.7709999999999999,0.89,0.433,0.747,0.6920000000000001
sample_6201,0.0887,0.775,0.894,0.43,0.7070000000000001,0.6990000000000001
sample_6202,0.0887,0.7829999999999999,0.893,0.43799999999999994,0.6920000000000001,0.706
sample_6203,0.0887,0.7909999999999999,0.892,0.45,0.71,0.7040000000000001
sample_6204,0.0887,0.797,0.895,0.455,0.695,0.703
sample_6205,0.0887,0.804,0.898,0.462,0.6890000000000001,0.698
sample_6206,0.0887,0.807,0.894,0.47,0.703,0.6990000000000001
sample_6207,0.0887,0.8109999999999999,0.9,0.47700000000000004,0.743,0.6920000000000001
sample_6208,0.0887,0.816,0.8909999999999999,0.483,0.763,0.695
sample_6209,0.0887,0.818,0.879,0.488,0.736,0.701
sample_6210,0.0887,0.8190000000000001,0.884,0.493,0.71,0.696
sample_6211,0.0887,0.82,0.903,0.5,0.705,0.6920000000000001
sample_6212,0.0887,0.82,0.904,0.495,0.7140000000000001,0.701
sample_6213,0.0887,0.8220000000000001,0.904,0.488,0.722,0.7040000000000001
sample_6214,0.0887,0.825,0.9009999999999999,0.491,0.7340000000000001,0.698
sample_6215,0.0887,0.8320000000000001,0.893,0.489,0.742,0.696
sample_6216,0.0887,0.8370000000000001,0.894,0.49200000000000005,0.753,0.6920000000000001
sample_6217,0.0887,0.8390000000000001,0.902,0.499,0.705,0.693
sample_6218,0.0887,0.84,0.904,0.498,0.7,0.696
sample_6219,0.0887,0.84,0.902,0.504,0.7290000000000001,0.698
sample_6220,0.0887,0.843,0.898,0.504,0.728,0.7020000000000001
